Source,Target,Type,Id,Label,Weight,author,year,place
解释(1947),《时与文》,Directed,71477,,9,王亚南,1947,上海
问答(1947),《再生》,Directed,71478,,9,王厚生,1947,上海
青年(1947),《国讯》,Directed,71479,,14,臧克家,1947,上海
中建(1947),《中建》,Directed,71480,,47,高祖文,1947,上海
任务(1947),《再生》,Directed,71481,,8,张君劢,1947,上海
各国(1947),《再生》,Directed,71482,,8,王厚生,1947,上海
后果(1947),《再生》,Directed,71483,,9,申铭,1947,上海
学校(1947),《中建》,Directed,71484,,10,朱哈哪,1947,上海
宣言(1947),《国讯》,Directed,71485,,13,黄炎培,1947,上海
宪法(1947),《再生》,Directed,71486,,13,郑怀琛,1947,上海
德国(1947),《再生》,Directed,71487,,9,紫云,1947,上海
性格(1947),《观察》,Directed,71488,,9,孝通,1947,上海
日记(1947),《中建》,Directed,71489,,10,朱哈哪,1947,上海
片断(1947),《中建》,Directed,71490,,13,陈仲期,1947,上海
生活(1947),《中建》,Directed,71491,,34,顾蓉君,1947,上海
自助(1947),《中建》,Directed,71492,,11,王艮仲,1947,上海
谈话(1947),《国讯》,Directed,71493,,8,M.H.,1947,上海
今日(1947),《国讯》,Directed,71494,,18,史特朗 杨,1947,上海
孙科(1947),《国讯》,Directed,71495,,7,M.H.,1947,上海
悲华经舍(1947),《再生》,Directed,71496,,7,悲华,1947,上海
政策(1947),《国讯》,Directed,71497,,8,沈光沛,1947,上海
时局(1947),《国讯》,Directed,71498,,8,光祖,1947,上海
杂记(1947),《再生》,Directed,71499,,8,毛以亨,1947,上海
江南(1947),《再生》,Directed,71500,,7,申铭,1947,上海
世界(1947),《国讯》,Directed,71501,,18,高歌,1947,上海
今日(1947),《时与文》,Directed,71502,,14,高名,1947,上海
保障(1947),《国讯》,Directed,71503,,8,茅盾,1947,上海
印尼(1947),《国讯》,Directed,71504,,14,闵军,1947,上海
团体(1947),《中建》,Directed,71505,,27,黄平甫,1947,上海
外海(1947),《中建》,Directed,71506,,6,程梯云,1947,上海
大学生(1947),《国讯》,Directed,71507,,6,M.H.,1947,上海
建议(1947),《国讯》,Directed,71508,,7,吴希白,1947,上海
服务(1947),《中建》,Directed,71509,,14,陈清,1947,上海
纪念(1947),《国讯》,Directed,71510,,7,黄炎培,1947,上海
美国(1947),《时与文》,Directed,71511,,20,龚瑞祥,1947,上海
美报(1947),《国讯》,Directed,71512,,6,M.H.,1947,上海
英国(1947),《再生》,Directed,71513,,9,紫云,1947,上海
问题(1947),《再生》,Directed,71515,,30,静观,1947,上海
下篇(1947),《再生》,Directed,71516,,5,余园,1947,上海
侨胞(1947),《国讯》,Directed,71519,,5,M.H.,1947,上海
信念(1947),《再生》,Directed,71520,,5,张君劢,1947,上海
共和国(1947),《再生》,Directed,71521,,5,余园,1947,上海
发表(1947),《国讯》,Directed,71522,,6,光祖,1947,上海
合工(1947),《中建》,Directed,71523,,5,吴荷景,1947,上海
周评(1947),《再生》,Directed,71524,,27,直,1947,上海
基本(1947),《再生》,Directed,71525,,5,张君劢,1947,上海
大公报(1947),《国讯》,Directed,71526,,6,江问渔,1947,上海
太平洋(1947),《中建》,Directed,71527,,5,赵志华,1947,上海
学运(1947),《国讯》,Directed,71528,,5,M.H.,1947,上海
德意志(1947),《再生》,Directed,71530,,5,余园,1947,上海
成立(1947),《国讯》,Directed,71531,,5,M.H.,1947,上海
教育(1947),《时与文》,Directed,71532,,9,陈际云,1947,上海
时事(1947),《再生》,Directed,71533,,27,直,1947,上海
本期(1947),《观察》,Directed,71534,,5,芝,1947,上海
海外(1947),《观察》,Directed,71535,,6,梁子奇,1947,上海
狱中(1947),《观察》,Directed,71536,,5,张东荪,1947,上海
生活(1947),《观察》,Directed,71537,,8,陈衡哲,1947,上海
社会主义(1947),《再生》,Directed,71538,,9,巴奈·拿乌耳(Nover，B.),1947,上海
简记(1947),《观察》,Directed,71539,,5,张东荪,1947,上海
纽约(1947),《观察》,Directed,71540,,7,田心源,1947,上海
而歌(1947),《观察》,Directed,71542,,5,斐多菲,1947,上海
职工(1947),《国讯》,Directed,71543,,5,M.H.,1947,上海
自由(1947),《观察》,Directed,71544,,12,邓嗣禹,1947,上海
被捕(1947),《国讯》,Directed,71545,,7,方芳,1947,上海
诗选(1947),《观察》,Directed,71547,,5,斐多菲,1947,上海
采风(1947),《中建》,Directed,71548,,5,程梯云,1947,上海
马来亚(1947),《国讯》,Directed,71549,,9,维洛夫 苏新,1947,上海
魏德迈(1947),《国讯》,Directed,71550,,14,鹤如 王民,1947,上海
一位(1947),《国讯》,Directed,71551,,4,方登朋,1947,上海
上饶(1947),《中建》,Directed,71552,,4,张霞飞,1947,上海
东北(1947),《国讯》,Directed,71553,,9,扬庶威,1947,上海
中国(1947),《再生》,Directed,71554,,24,静观,1947,上海
中国(1947),《观察》,Directed,71556,,48,高觉敷,1947,上海
中国政府(1947),《国讯》,Directed,71557,,4,M.H.,1947,上海
主张(1947),《再生》,Directed,71558,,4,孙亚夫,1947,上海
书话(1947),《时与文》,Directed,71559,,4,晦庵,1947,上海
事业(1947),《中建》,Directed,71560,,48,黄平甫,1947,上海
人民(1947),《国讯》,Directed,71562,,6,皇甫梦觉,1947,上海
会议(1947),《再生》,Directed,71563,,11,静观,1947,上海
作者(1947),《时与文》,Directed,71564,,6,钟微言,1947,上海
内战(1947),《国讯》,Directed,71565,,5,宗文,1947,上海
农村(1947),《时与文》,Directed,71566,,8,范仲,1947,上海
前线(1947),《中建》,Directed,71567,,4,吴荷景,1947,上海
十讲(1947),《再生》,Directed,71568,,4,张君劢,1947,上海
参政员(1947),《国讯》,Directed,71570,,4,方登朋,1947,上海
发展(1947),《再生》,Directed,71571,,5,一清,1947,上海
四季(1947),《时与文》,Directed,71574,,4,张文元,1947,上海
声援(1947),《国讯》,Directed,71575,,4,M.H.,1947,上海
外交政策(1947),《再生》,Directed,71576,,7,方艾,1947,上海
官僚(1947),《时与文》,Directed,71577,,5,蔡尚思,1947,上海
尊严(1947),《时与文》,Directed,71578,,4,盾戈,1947,上海
张东荪(1947),《国讯》,Directed,71582,,4,M.H.,1947,上海
战争(1947),《国讯》,Directed,71583,,6,石啸冲,1947,上海
战局(1947),《再生》,Directed,71584,,4,旧风,1947,上海
摘要(1947),《再生》,Directed,71585,,6,王厚生,1947,上海
改造(1947),《观察》,Directed,71586,,5,楼邦彦,1947,上海
政治(1947),《国讯》,Directed,71587,,10,黄炎培,1947,上海
教育(1947),《再生》,Directed,71588,,6,黄一裳,1947,上海
昆明(1947),《国讯》,Directed,71591,,9,Young，J. 王民,1947,上海
昏话(1947),《再生》,Directed,71592,,4,夏史,1947,上海
李济琛(1947),《国讯》,Directed,71593,,4,M.H.,1947,上海
每册(1947),《观察》,Directed,71594,,4,芝,1947,上海
民社党(1947),《国讯》,Directed,71595,,4,M.H.,1947,上海
泛亚(1947),《再生》,Directed,71596,,4,毛以亨,1947,上海
活动(1947),《国讯》,Directed,71597,,6,石啸冲,1947,上海
港九(1947),《国讯》,Directed,71598,,4,M.H.,1947,上海
湖南(1947),《再生》,Directed,71599,,4,土人,1947,上海
演说(1947),《国讯》,Directed,71600,,4,M.H.,1947,上海
田赋(1947),《再生》,Directed,71601,,4,申铭,1947,上海
病态(1947),《中建》,Directed,71602,,4,王艮仲,1947,上海
私人(1947),《国讯》,Directed,71603,,4,方登朋,1947,上海
笔记(1947),《国讯》,Directed,71604,,4,方登朋,1947,上海
紧张(1947),《国讯》,Directed,71605,,4,潮声,1947,上海
纵横(1947),《中建》,Directed,71606,,18,陈涛,1947,上海
经济(1947),《观察》,Directed,71607,,20,费孝通,1947,上海
自箴语(1947),《国讯》,Directed,71609,,4,抱一,1947,上海
致函(1947),《国讯》,Directed,71610,,4,M.H.,1947,上海
蒋主席(1947),《国讯》,Directed,71611,,4,M.H.,1947,上海
蜡烛(1947),《时与文》,Directed,71612,,4,盾戈,1947,上海
计划(1947),《国讯》,Directed,71613,,6,柏舟,1947,上海
认识(1947),《中建》,Directed,71614,,8,陈彤鍪,1947,上海
记者(1947),《国讯》,Directed,71615,,5,方芳,1947,上海
访苏(1947),《时与文》,Directed,71616,,5,陆朝华,1947,上海
诞生(1947),《再生》,Directed,71617,,4,余园,1947,上海
说老实话(1947),《再生》,Directed,71618,,4,张君劢,1947,上海
贝尔纳斯(1947),《再生》,Directed,71619,,4,张君劢,1947,上海
进步(1947),《中建》,Directed,71620,,6,唐思礼,1947,上海
重庆(1947),《时与文》,Directed,71621,,7,沈犁,1947,上海
阴谋(1947),《国讯》,Directed,71622,,5,扬庶威,1947,上海
革命(1947),《中建》,Directed,71623,,4,王艮仲,1947,上海
三篇(1947),《再生》,Directed,71624,,3,张君劢,1947,上海
不满(1947),《国讯》,Directed,71625,,3,M.H.,1947,上海
世界(1947),《再生》,Directed,71626,,7,毅生,1947,上海
举行(1947),《国讯》,Directed,71633,,3,M.H.,1947,上海
书面(1947),《国讯》,Directed,71634,,3,M.H.,1947,上海
争取(1947),《中建》,Directed,71635,,5,金大均,1947,上海
事件(1947),《国讯》,Directed,71641,,7,麦祥,1947,上海
五首(1947),《观察》,Directed,71642,,5,William Blake,1947,上海
交通(1947),《中建》,Directed,71643,,4,傅亮,1947,上海
产业革命(1947),《再生》,Directed,71644,,3,日辰,1947,上海
人权(1947),《国讯》,Directed,71645,,3,M.H.,1947,上海
人民团体(1947),《国讯》,Directed,71646,,6,邓钟韶琴,1947,上海
代表(1947),《国讯》,Directed,71648,,3,M.H.,1947,上海
伦敦(1947),《观察》,Directed,71650,,3,田汝康,1947,上海
何处(1947),《观察》,Directed,71651,,4,李恭宇,1947,上海
侨报(1947),《国讯》,Directed,71652,,3,M.H.,1947,上海
保障人权(1947),《时与文》,Directed,71653,,3,石东 高潮,1947,上海
倾覆(1947),《再生》,Directed,71654,,3,余园,1947,上海
偶拾(1947),《国讯》,Directed,71655,,3,方芳,1947,上海
先生(1947),《国讯》,Directed,71656,,13,鹤如,1947,上海
先生(1947),《观察》,Directed,71657,,25,龙佐吾,1947,上海
全国(1947),《时与文》,Directed,71658,,11,黄永玉 朱鸣冈,1947,上海
关键(1947),《再生》,Directed,71659,,5,申铭,1947,上海
农场(1947),《中建》,Directed,71660,,8,陈彤鍪,1947,上海
农村(1947),《中建》,Directed,71661,,22,谭树聱,1947,上海
农话(1947),《再生》,Directed,71664,,3,申铭,1947,上海
冯玉祥(1947),《国讯》,Directed,71665,,3,M.H.,1947,上海
决议(1947),《国讯》,Directed,71666,,3,M.H.,1947,上海
几种(1947),《中建》,Directed,71667,,4,顾秉之,1947,上海
几种(1947),《观察》,Directed,71668,,4,刘迺诚,1947,上海
列传(1947),《国讯》,Directed,71669,,3,老百姓 MH,1947,上海
前途(1947),《再生》,Directed,71671,,6,子敬,1947,上海
北平(1947),《时与文》,Directed,71672,,18,赵镇乾,1947,上海
医生(1947),《国讯》,Directed,71673,,3,白薇,1947,上海
参会(1947),《国讯》,Directed,71675,,3,M.H.,1947,上海
发凡(1947),《再生》,Directed,71676,,3,朱亦松,1947,上海
叶事(1947),《国讯》,Directed,71677,,3,石啸冲,1947,上海
号召(1947),《国讯》,Directed,71678,,4,沈钧儒,1947,上海
吁请(1947),《国讯》,Directed,71679,,3,M.H.,1947,上海
合作(1947),《中建》,Directed,71680,,8,傅亮,1947,上海
否认(1947),《国讯》,Directed,71681,,3,M.H.,1947,上海
哲学(1947),《再生》,Directed,71684,,3,白旭,1947,上海
商榷(1947),《再生》,Directed,71685,,4,王厚生,1947,上海
团体(1947),《国讯》,Directed,71686,,3,M.H.,1947,上海
土地(1947),《再生》,Directed,71687,,5,申铭,1947,上海
地主(1947),《再生》,Directed,71688,,3,丕谷,1947,上海
培植(1947),《再生》,Directed,71689,,3,张君劢,1947,上海
声明(1947),《国讯》,Directed,71690,,4,Tsao，H.L. 蒸,1947,上海
复兴(1947),《再生》,Directed,71691,,3,鑑空,1947,上海
奋斗(1947),《中建》,Directed,71692,,14,陈仲期,1947,上海
学潮(1947),《再生》,Directed,71693,,5,白旭,1947,上海
客座(1947),《观察》,Directed,71694,,3,陈衡哲,1947,上海
宣布(1947),《国讯》,Directed,71695,,3,M.H.,1947,上海
家属(1947),《国讯》,Directed,71697,,3,M.H.,1947,上海
小景(1947),《时与文》,Directed,71698,,4,所亚,1947,上海
局势(1947),《国讯》,Directed,71699,,7,(越)阮文化,1947,上海
巡礼(1947),《中建》,Directed,71701,,3,张霞飞,1947,上海
建设(1947),《中建》,Directed,71704,,18,谭树聱,1947,上海
张君劢(1947),《再生》,Directed,71709,,5,张澜,1947,上海
徐海(1947),《中建》,Directed,71710,,3,张霞飞,1947,上海
急救(1947),《观察》,Directed,71711,,3,陈振汉,1947,上海
总动员(1947),《国讯》,Directed,71712,,4,席纳,1947,上海
投书(1947),《观察》,Directed,71713,,3,芝,1947,上海
抗战(1947),《再生》,Directed,71714,,3,张君劢,1947,上海
报导(1947),《国讯》,Directed,71715,,3,老百姓 MH,1947,上海
指趣(1947),《再生》,Directed,71716,,3,朱亦松,1947,上海
提案(1947),《国讯》,Directed,71717,,4,方登朋,1947,上海
提示(1947),《中建》,Directed,71718,,3,王艮仲,1947,上海
提纲(1947),《国讯》,Directed,71719,,3,石啸冲,1947,上海
提要(1947),《国讯》,Directed,71720,,3,石啸冲,1947,上海
援助(1947),《国讯》,Directed,71721,,5,朱凤鸣,1947,上海
改造(1947),《再生》,Directed,71722,,3,伍藻池,1947,上海
政党(1947),《再生》,Directed,71723,,6,紫云,1947,上海
教育(1947),《中建》,Directed,71726,,12,陈复生,1947,上海
文化(1947),《观察》,Directed,71728,,8,陈衡哲,1947,上海
斗争(1947),《国讯》,Directed,71729,,10,萧异兹,1947,上海
新疆(1947),《观察》,Directed,71730,,7,陶天白,1947,上海
新话(1947),《国讯》,Directed,71731,,7,补斋 谢叠山,1947,上海
新闻自由(1947),《国讯》,Directed,71732,,3,M.H.,1947,上海
方案(1947),《观察》,Directed,71733,,5,陈衡哲,1947,上海
施行(1947),《再生》,Directed,71734,,3,张君劢,1947,上海
旅法(1947),《国讯》,Directed,71735,,3,M.H.,1947,上海
日本(1947),《国讯》,Directed,71736,,12,皇甫梦觉,1947,上海
日记(1947),《再生》,Directed,71737,,3,毛以亨,1947,上海
时事(1947),《国讯》,Directed,71740,,5,M.H.,1947,上海
时代(1947),《主流》,Directed,71741,,6,龙潜夫 曾进 向板,1947,南京
明哲(1947),《国讯》,Directed,71743,,3,老百姓 MH,1947,上海
暴行(1947),《国讯》,Directed,71744,,3,M.H.,1947,上海
杂文(1947),《时与文》,Directed,71745,,6,关怀,1947,上海
欧洲(1947),《再生》,Directed,71746,,3,鑑空,1947,上海
正当(1947),《中建》,Directed,71747,,3,王艮仲,1947,上海
歧视(1947),《国讯》,Directed,71748,,3,M.H.,1947,上海
民主(1947),《光明报》,Directed,71749,,6,达,1947,香港
民意测验(1947),《国讯》,Directed,71751,,3,M.H.,1947,上海
水利(1947),《中建》,Directed,71752,,3,陆养浩,1947,上海
江苏(1947),《中建》,Directed,71753,,3,陆养浩,1947,上海
活动(1947),《中建》,Directed,71754,,4,姚志英,1947,上海
浙大(1947),《国讯》,Directed,71755,,4,王民,1947,上海
特徵(1947),《观察》,Directed,71756,,3,梁漱溟,1947,上海
生存(1947),《中建》,Directed,71757,,3,王艮仲,1947,上海
电流(1947),《中建》,Directed,71758,,3,宋宝山,1947,上海
病人(1947),《国讯》,Directed,71759,,3,白薇,1947,上海
矛盾(1947),《现代文摘(上海)》,Directed,71760,,4,林焕平,1947,上海
石庄(1947),《国讯》,Directed,71761,,3,潮声,1947,上海
研究(1947),《中建》,Directed,71762,,4,程梯云,1947,上海
研究(1947),《国讯》,Directed,71763,,3,石啸冲,1947,上海
研究(1947),《观察》,Directed,71764,,4,周子亚,1947,上海
社会(1947),《再生》,Directed,71765,,7,黄一裳,1947,上海
社会(1947),《时与文》,Directed,71766,,4,敢为,1947,上海
社会(1947),《观察》,Directed,71767,,8,黄炳坤,1947,上海
科学(1947),《再生》,Directed,71768,,4,一清,1947,上海
第一届(1947),《时与文》,Directed,71769,,11,黄永玉 朱鸣冈,1947,上海
第三(1947),《中建》,Directed,71770,,3,陆养浩,1947,上海
答覆(1947),《国讯》,Directed,71771,,3,M.H.,1947,上海
精神(1947),《中建》,Directed,71772,,7,顾蓉君,1947,上海
经济(1947),《国讯》,Directed,71773,,18,黄炎培,1947,上海
经济(1947),《现代文摘(上海)》,Directed,71774,,14,钱实甫,1947,上海
结构(1947),《观察》,Directed,71775,,4,胡庆钧,1947,上海
罗素(1947),《再生》,Directed,71776,,3,白旭,1947,上海
美国(1947),《再生》,Directed,71777,,25,黄撼石,1947,上海
考绩(1947),《中建》,Directed,71781,,6,陈仲期,1947,上海
英美(1947),《国讯》,Directed,71782,,7,石仲子,1947,上海
蒲立特(1947),《国讯》,Directed,71783,,3,老百姓 MH,1947,上海
街头(1947),《时与文》,Directed,71784,,4,所亚,1947,上海
观后(1947),《时与文》,Directed,71785,,5,逸之,1947,上海
言论(1947),《再生》,Directed,71786,,3,张君劢,1947,上海
警告(1947),《国讯》,Directed,71787,,3,M.H.,1947,上海
计划经济(1947),《再生》,Directed,71788,,4,紫云,1947,上海
记言(1947),《观察》,Directed,71789,,3,陈衡哲,1947,上海
评论(1947),《国讯》,Directed,71790,,3,M.H.,1947,上海
译诗(1947),《观察》,Directed,71791,,5,William Blake,1947,上海
诗词(1947),《国讯》,Directed,71792,,5,苏渊雷,1947,上海
读史(1947),《光明报》,Directed,71793,,4,申公,1947,香港
财务(1947),《中建》,Directed,71794,,4,何肫林,1947,上海
运动史(1947),《光明报》,Directed,71795,,3,晨曦,1947,香港
重要(1947),《国讯》,Directed,71796,,3,M.H.,1947,上海
问题(1947),《中建》,Directed,71797,,11,高祖文,1947,上海
随笔(1947),《光明报》,Directed,71800,,4,申公,1947,香港
革命(1947),《主流》,Directed,71801,,18,龙潜夫 曾进 向板,1947,南京
一代(1947),《现代文摘(上海)》,Directed,71803,,2,王统照,1947,上海
一只(1947),《时与文》,Directed,71804,,3,米谷,1947,上海
一天(1947),《时与文》,Directed,71805,,2,阿常,1947,上海
一封(1947),《再生》,Directed,71806,,2,日辰,1947,上海
一点(1947),《观察》,Directed,71807,,3,费孝通,1947,上海
一票(1947),《时与文》,Directed,71808,,2,方成,1947,上海
三中全会(1947),《观察》,Directed,71809,,2,浦熙修,1947,上海
三幅(1947),《时与文》,Directed,71810,,2,老马,1947,上海
三幅(1947),《观察》,Directed,71811,,2,方成,1947,上海
三报(1947),《国讯》,Directed,71812,,2,M.H.,1947,上海
三民主义(1947),《国讯》,Directed,71813,,2,M.H.,1947,上海
上书(1947),《国讯》,Directed,71814,,2,M.H.,1947,上海
上期(1947),《国讯》,Directed,71815,,2,潮声,1947,上海
上海(1947),《光明报》,Directed,71816,,5,杨义旗,1947,香港
上海(1947),《国讯》,Directed,71817,,3,流水,1947,上海
上篇(1947),《再生》,Directed,71818,,2,余园,1947,上海
下一代(1947),《中建》,Directed,71819,,14,陈梅卿,1947,上海
下次(1947),《再生》,Directed,71826,,2,(美)康麦格 沈立钧,1947,上海
专科(1947),《观察》,Directed,71827,,3,张雪非 芝,1947,上海
世界(1947),《主流》,Directed,71828,,6,罗梦册,1947,南京
东山再起(1947),《观察》,Directed,71833,,2,潘光旦,1947,上海
东欧(1947),《再生》,Directed,71834,,2,毅生,1947,上海
两种(1947),《光明报》,Directed,71835,,2,梁漱溟 江流,1947,香港
两种(1947),《时与文》,Directed,71836,,3,张帆,1947,上海
中国(1947),《光明报》,Directed,71837,,3,高天,1947,香港
中国(1947),《现代文摘(上海)》,Directed,71846,,15,陶孟和,1947,上海
中国人(1947),《观察》,Directed,71852,,4,邓嗣禹,1947,上海
中能(1947),《再生》,Directed,71859,,2,(美)康麦格 沈立钧,1947,上海
中间派(1947),《时与文》,Directed,71860,,2,施复亮,1947,上海
中间路线(1947),《光明报》,Directed,71861,,2,邓初民,1947,香港
主义(1947),《国讯》,Directed,71862,,2,石啸冲,1947,上海
主义(1947),《现代文摘(上海)》,Directed,71863,,7,杨刚,1947,上海
主席(1947),《再生》,Directed,71864,,5,旧风,1947,上海
主流(1947),《主流》,Directed,71866,,4,选知,1947,南京
之处(1947),《再生》,Directed,71867,,2,张君劢,1947,上海
之梦(1947),《观察》,Directed,71868,,2,费孝通,1947,上海
书市(1947),《时与文》,Directed,71869,,2,夏奈蒂,1947,上海
书评(1947),《观察》,Directed,71870,,12,王绳祖,1947,上海
事业(1947),《民主:桂林版》,Directed,71883,,2,杨弘,1947,桂林
二幅(1947),《观察》,Directed,71884,,2,方成,1947,上海
二题(1947),《时与文》,Directed,71885,,3,张帆,1947,上海
于案(1947),《国讯》,Directed,71886,,2,M.H.,1947,上海
云南(1947),《国讯》,Directed,71887,,2,Shih，H.P.F. 王民,1947,上海
五四(1947),《国讯》,Directed,71888,,2,M.H.,1947,上海
五四(1947),《观察》,Directed,71889,,6,龙佐吾,1947,上海
亚洲(1947),《国讯》,Directed,71890,,2,派拉图夫 陈时臬,1947,上海
交友(1947),《中建》,Directed,71891,,8,陈涛,1947,上海
产生(1947),《再生》,Directed,71893,,2,余园,1947,上海
享受(1947),《国讯》,Directed,71894,,2,江问渔,1947,上海
人文学科(1947),《观察》,Directed,71895,,2,潘光旦,1947,上海
今昔(1947),《再生》,Directed,71896,,2,申铭,1947,上海
令人(1947),《观察》,Directed,71897,,3,费孝通,1947,上海
以上(1947),《观察》,Directed,71898,,3,张雪非 芝,1947,上海
以外(1947),《再生》,Directed,71899,,2,吕克难,1947,上海
仲夏夜(1947),《观察》,Directed,71900,,2,费孝通,1947,上海
任务(1947),《国讯》,Directed,71901,,2,M.H.,1947,上海
会议(1947),《国讯》,Directed,71902,,5,黄炎培,1947,上海
使命(1947),《中建》,Directed,71903,,2,王艮仲,1947,上海
使美(1947),《国讯》,Directed,71904,,2,罗多夫 苏新,1947,上海
保送入学(1947),《国讯》,Directed,71905,,2,M.H.,1947,上海
保障人权(1947),《国讯》,Directed,71906,,2,M.H.,1947,上海
健全(1947),《中建》,Directed,71907,,17,顾佩之,1947,上海
傻子(1947),《中建》,Directed,71909,,2,顾秉之,1947,上海
儿童(1947),《中建》,Directed,71910,,11,赵志华,1947,上海
先生(1947),《光明报》,Directed,71914,,8,陈其瑗,1947,香港
党派(1947),《现代文摘(上海)》,Directed,71918,,3,钱实甫,1947,上海
全国(1947),《观察》,Directed,71923,,4,洪潮,1947,上海
公开信(1947),《再生》,Directed,71924,,2,日辰,1947,上海
公民(1947),《国讯》,Directed,71925,,2,M.H.,1947,上海
共产党(1947),《再生》,Directed,71926,,4,毅生,1947,上海
关系(1947),《中建》,Directed,71927,,2,王艮仲,1947,上海
内幕(1947),《国讯》,Directed,71928,,7,筠友,1947,上海
内战(1947),《现代文摘(上海)》,Directed,71930,,4,章伯钧,1947,上海
内阁制(1947),《再生》,Directed,71931,,3,星五,1947,上海
再度(1947),《国讯》,Directed,71932,,3,Martin，J.S. 杨,1947,上海
再生(1947),《再生》,Directed,71933,,2,紫云,1947,上海
军事(1947),《国讯》,Directed,71934,,4,方芳,1947,上海
几个(1947),《中建》,Directed,71938,,2,王艮仲,1947,上海
分裂(1947),《国讯》,Directed,71939,,3,石啸冲,1947,上海
制宪(1947),《再生》,Directed,71940,,2,莘薇,1947,上海
副业(1947),《中建》,Directed,71943,,2,张国懋,1947,上海
办法(1947),《国讯》,Directed,71944,,3,卫玉,1947,上海
动向(1947),《国讯》,Directed,71945,,2,石仲子,1947,上海
动员(1947),《时与文》,Directed,71946,,3,李一雯,1947,上海
北大(1947),《国讯》,Directed,71947,,2,M.H.,1947,上海
医药(1947),《中建》,Directed,71953,,2,方林僊,1947,上海
十六(1947),《再生》,Directed,71954,,2,还俗,1947,上海
南京(1947),《国讯》,Directed,71955,,2,盛天,1947,上海
南京(1947),《时与文》,Directed,71956,,4,皇甫炎,1947,上海
印度(1947),《国讯》,Directed,71958,,7,高歌,1947,上海
危机(1947),《国讯》,Directed,71959,,5,黄炎培,1947,上海
危机(1947),《现代文摘(上海)》,Directed,71960,,3,陶孟和,1947,上海
历史(1947),《观察》,Directed,71961,,5,吴恩裕,1947,上海
厦门(1947),《国讯》,Directed,71962,,2,夏晴,1947,上海
参加(1947),《国讯》,Directed,71963,,2,M.H.,1947,上海
双十节(1947),《国讯》,Directed,71964,,2,黄炎培,1947,上海
发展(1947),《中建》,Directed,71965,,18,顾蓉君,1947,上海
发展(1947),《时与文》,Directed,71966,,3,高平 际云,1947,上海
发表谈话(1947),《国讯》,Directed,71967,,2,M.H.,1947,上海
台湾(1947),《观察》,Directed,71968,,9,陈至明,1947,上海
司徒(1947),《国讯》,Directed,71969,,2,M.H.,1947,上海
各界(1947),《国讯》,Directed,71970,,2,M.H.,1947,上海
合作(1947),《再生》,Directed,71973,,3,王鲁之,1947,上海
同学(1947),《国讯》,Directed,71974,,2,M.H.,1947,上海
和平(1947),《主流》,Directed,71975,,3,艾荧,1947,南京
和平(1947),《时与文》,Directed,71977,,9,钱毅,1947,上海
和平(1947),《观察》,Directed,71978,,9,陈衡哲,1947,上海
和约(1947),《国讯》,Directed,71979,,4,邵恒之,1947,上海
售华(1947),《国讯》,Directed,71980,,2,M.H.,1947,上海
嘉定县(1947),《中建》,Directed,71981,,2,陆鳞勋,1947,上海
回忆录(1947),《国讯》,Directed,71982,,2,罗多夫 苏新,1947,上海
国共(1947),《再生》,Directed,71986,,4,毅生,1947,上海
国军(1947),《国讯》,Directed,71987,,2,M.H.,1947,上海
国民党(1947),《观察》,Directed,71988,,4,邹山齐,1947,上海
