Source,Target,Type,Id,Label,timeset,Weight,year,place,journal
努生(1945),青年 (n),Directed,198796,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
卢蕻(1945),一些 (n),Directed,198797,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
卢蕻(1945),文学 (n),Directed,198798,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
卢蕻(1945),架沙 (n),Directed,198799,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
卢蕻(1945),特务 (n),Directed,198800,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
卢蕻(1945),褫下 (n),Directed,198801,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
叔梁(1945),政治协商会议 (n),Directed,198802,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
吴晗(1945),人民 (n),Directed,198803,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
吴晗(1945),历史 (n),Directed,198804,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
周建人(1945),中国 (n),Directed,198805,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
周建人(1945),人民 (n),Directed,198806,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
周谷城(1945),政治 (n),Directed,198807,,"<[1945.0, 1945.0]>",2,1945,重庆,《中华论坛》
周谷城(1945),民主 (n),Directed,198808,,"<[1945.0, 1945.0]>",2,1945,重庆,《中华论坛》
夏孟辉(1945),八一 (n),Directed,198809,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
孟南(1945),推进 (n),Directed,198810,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
孟南(1945),青年 (n),Directed,198811,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
宾符(1945),会议 (n),Directed,198812,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
宾符(1945),外长 (n),Directed,198813,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
尊闻(1945),杂志 (n),Directed,198814,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
尊闻(1945),读史 (n),Directed,198815,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
小鱼(1945),会议 (n),Directed,198816,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
小鱼(1945),美国 (n),Directed,198817,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
屠西(1945),成都 (n),Directed,198818,,"<[1945.0, 1945.0]>",3,1945,上海,《周报(上海1945)》
左拉(1945),八年 (n),Directed,198819,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
左拉(1945),无表情 (n),Directed,198820,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
平心(1945),失业 (n),Directed,198821,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
平心(1945),安定 (n),Directed,198822,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
平心(1945),民生 (n),Directed,198823,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
平心(1945),社会 (n),Directed,198824,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
平心(1945),福斯 (n),Directed,198825,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
平心(1945),萧条 (n),Directed,198826,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
平心(1945),贫困 (n),Directed,198827,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
引流(1945),世界 (n),Directed,198828,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
引流(1945),时事 (n),Directed,198829,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
张一凡(1945),清理 (n),Directed,198830,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
张一凡(1945),问题 (n),Directed,198831,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
张君劢(1945),政治 (n),Directed,198832,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
张申府(1945),政治 (n),Directed,198833,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
张申府(1945),逻辑 (n),Directed,198834,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
张礼千(1945),战局 (n),Directed,198835,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
徐植(1945),人民 (n),Directed,198836,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
徐植(1945),独立运动 (n),Directed,198837,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
徐植(1945),越南 (n),Directed,198838,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
徐相任(1945),提议 (n),Directed,198839,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
思慕(1945),欧洲 (n),Directed,198840,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
慕英(1945),民主 (n),Directed,198841,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
戚陈德珍(1945),问题 (n),Directed,198842,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
拾风(1945),旅途 (n),Directed,198843,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
拾风(1945),杂记 (n),Directed,198844,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
施艾(1945),原子弹 (n),Directed,198845,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
施贻(1945),教育 (n),Directed,198846,,"<[1945.0, 1945.0]>",2,1945,重庆,《中华论坛》
昭抡(1945),华沙 (n),Directed,198847,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
昭抡(1945),和平 (n),Directed,198848,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
昭抡(1945),恢复 (n),Directed,198849,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
昭抡(1945),欧战 (n),Directed,198850,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
昭抡(1945),欧洲 (n),Directed,198851,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
昭抡(1945),胜利 (n),Directed,198852,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
景宋(1945),几个 (n),Directed,198853,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
景宋(1945),文学遗产 (n),Directed,198854,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
景宋(1945),研究 (n),Directed,198855,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
景宋(1945),问题 (n),Directed,198856,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
景宋(1945),鲁迅 (n),Directed,198857,,"<[1945.0, 1945.0]>",3,1945,上海,《民主(上海)》
曾守约(1945),中国 (n),Directed,198858,,"<[1945.0, 1945.0]>",2,1945,重庆,《中华论坛》
曾琦(1945),先生 (n),Directed,198859,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
李战林(1945),民主 (n),Directed,198860,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
柳亚子(1945),苏联 (n),Directed,198861,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
柳宗元(1945),待续 (n),Directed,198862,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
柳诒(1945),民主 (n),Directed,198863,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
梁公任(1945),一次 (n),Directed,198864,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),三十一日 (n),Directed,198865,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),不要 (n),Directed,198866,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),世界 (n),Directed,198867,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),协调 (n),Directed,198868,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),和平 (n),Directed,198869,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),国内 (n),Directed,198870,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),战局 (n),Directed,198871,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),胜利 (n),Directed,198872,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
梁公任(1945),阶段 (n),Directed,198873,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
沈志远(1945),世界 (n),Directed,198874,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
沈志远(1945),保障 (n),Directed,198875,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
沈志远(1945),平底 (n),Directed,198876,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
沈志远(1945),经济 (n),Directed,198877,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
潘大逵(1945),美国 (n),Directed,198878,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
澹庐(1945),参政会 (n),Directed,198879,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
灕流(1945),民主 (n),Directed,198880,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
燕士(1945),有感 (n),Directed,198881,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
燕士(1945),读报 (n),Directed,198882,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
王以中(1945),管见 (n),Directed,198883,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
王以中(1945),高等教育 (n),Directed,198884,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
王伯祥(1945),历史 (n),Directed,198885,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
王伯祥(1945),地理 (n),Directed,198886,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
王伯祥(1945),检讨 (n),Directed,198887,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
王伯祥(1945),香港 (n),Directed,198888,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
王立果(1945),美国 (n),Directed,198889,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
田禾(1945),农村 (n),Directed,198890,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
申迟(1945),湘西 (n),Directed,198891,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
石啸冲(1945),运动史 (n),Directed,198892,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
石啸冲(1945),青年 (n),Directed,198893,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
石啸冲(1945),青年运动 (n),Directed,198894,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
箫明(1945),十月革命 (n),Directed,198895,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
罗守信(1945),不怕 (n),Directed,198896,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
罗涵先(1945),各界 (n),Directed,198897,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
罗涵先(1945),大会 (n),Directed,198898,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
罗涵先(1945),陪都 (n),Directed,198899,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
罗隆基(1945),民主 (n),Directed,198900,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
肥遯(1945),清末 (n),Directed,198901,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
胡剑(1945),昆明 (n),Directed,198902,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
胡曲园(1945),思想 (n),Directed,198903,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
胡毅(1945),准备 (n),Directed,198904,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
胡毅(1945),教育 (n),Directed,198905,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
胡钊(1945),问题 (n),Directed,198906,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
艾秋飙(1945),人民 (n),Directed,198907,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
艾秋飙(1945),谈判 (n),Directed,198908,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
苏尔齐伯格(1945),苏联 (n),Directed,198909,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
范华农(1945),民主 (n),Directed,198910,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
茅盾(1945),杂感 (n),Directed,198911,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
谈兵(1945),贵阳 (n),Directed,198912,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
费孝通(1945),会议 (n),Directed,198913,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
费稳(1945),苏联 (n),Directed,198914,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
邓初民(1945),先生 (n),Directed,198915,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
邓初民(1945),民主 (n),Directed,198916,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
郑初民(1945),民主 (n),Directed,198917,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
郑振铎(1945),人为 (n),Directed,198918,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
郑振铎(1945),最后 (n),Directed,198919,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
郑森禹(1945),日本 (n),Directed,198920,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
郭沫若(1945),名辩 (n),Directed,198921,,"<[1945.0, 1945.0]>",2,1945,重庆,《中华论坛》
郭沫若(1945),思潮 (n),Directed,198922,,"<[1945.0, 1945.0]>",2,1945,重庆,《中华论坛》
郭沫若(1945),批判 (n),Directed,198923,,"<[1945.0, 1945.0]>",2,1945,重庆,《中华论坛》
问梁(1945),物价 (n),Directed,198924,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
阿特里(1945),英国 (n),Directed,198925,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
陈康成(1945),中国 (n),Directed,198926,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
陈康成(1945),农村 (n),Directed,198927,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
陈康成(1945),危机 (n),Directed,198928,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
陈康成(1945),对策 (n),Directed,198929,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
陈曦(1945),动态 (n),Directed,198930,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
陈正飞(1945),会议 (n),Directed,198931,,"<[1945.0, 1945.0]>",2,1945,重庆,《中华论坛》
陈辛(1945),重庆 (n),Directed,198932,,"<[1945.0, 1945.0]>",2,1945,上海,《民主(上海)》
陈鼎龢(1945),民主 (n),Directed,198933,,"<[1945.0, 1945.0]>",2,1945,重庆,《再生》
陶大镛(1945),胜利 (n),Directed,198934,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
陶行知(1945),五千万 (n),Directed,198935,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
陶行知(1945),内战 (n),Directed,198936,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
陶行知(1945),四万 (n),Directed,198937,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
陶行知(1945),武训 (n),Directed,198938,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
陶行知(1945),范先生 (n),Directed,198939,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
顾均正(1945),原子能 (n),Directed,198940,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
顾均正(1945),展望 (n),Directed,198941,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
顾均正(1945),开发 (n),Directed,198942,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
顾均正(1945),未来 (n),Directed,198943,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
马丁(1945),民主 (n),Directed,198944,,"<[1945.0, 1945.0]>",2,1945,上海,《周报(上海1945)》
马寅初(1945),中国 (n),Directed,198945,,"<[1945.0, 1945.0]>",2,1945,重庆,《民主(重庆)》
马星野(1945),中国 (n),Directed,198946,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
马星野(1945),信条 (n),Directed,198947,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
马星野(1945),新闻记者 (n),Directed,198948,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
高扬(1945),人间 (n),Directed,198949,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
高扬(1945),会议 (n),Directed,198950,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
高扬(1945),外长 (n),Directed,198951,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
高扬(1945),莫斯科 (n),Directed,198952,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
黄大能(1945),伦敦 (n),Directed,198953,,"<[1945.0, 1945.0]>",2,1945,上海,《国讯》
黄巨兴(1945),方式 (n),Directed,198954,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
黄巨兴(1945),民主 (n),Directed,198955,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
黄巨兴(1945),生活 (n),Directed,198956,,"<[1945.0, 1945.0]>",2,1945,昆明,《民主周刊(昆明)》
