Source,Target,Type,Id,Label,timeset,Weight,year,place,journal
蒋硕傑(1948),善后 (n),Directed,219675,,"<[1948.0, 1948.0]>",9,1948,北平,《新路周刊》
陈达(1948),风光 (n),Directed,219676,,"<[1948.0, 1948.0]>",9,1948,北平,《新路周刊》
M.H.(1948),成立 (n),Directed,219677,,"<[1948.0, 1948.0]>",8,1948,上海,《国讯》
M.H.(1948),援华 (n),Directed,219678,,"<[1948.0, 1948.0]>",8,1948,上海,《国讯》
微明(1948),古录 (n),Directed,219679,,"<[1948.0, 1948.0]>",8,1948,上海,《再生》
程梯云(1948),琐记 (n),Directed,219681,,"<[1948.0, 1948.0]>",8,1948,上海,《中建》
程梯云(1948),运粮 (n),Directed,219682,,"<[1948.0, 1948.0]>",8,1948,上海,《中建》
章明(1948),政局 (n),Directed,219683,,"<[1948.0, 1948.0]>",8,1948,南京,《展望》
蒋硕傑(1948),币制 (n),Directed,219684,,"<[1948.0, 1948.0]>",8,1948,北平,《新路周刊》
陈达(1948),北美 (n),Directed,219685,,"<[1948.0, 1948.0]>",8,1948,上海,《时与文》
陈达(1948),重游 (n),Directed,219686,,"<[1948.0, 1948.0]>",8,1948,上海,《时与文》
M.H.(1948),大学生 (n),Directed,219687,,"<[1948.0, 1948.0]>",7,1948,上海,《国讯》
M.H.(1948),工人 (n),Directed,219688,,"<[1948.0, 1948.0]>",7,1948,上海,《国讯》
M.H.(1948),要求 (n),Directed,219689,,"<[1948.0, 1948.0]>",7,1948,上海,《国讯》
余园(1948),社会主义 (n),Directed,219690,,"<[1948.0, 1948.0]>",7,1948,上海,《再生》
周公南(1948),独树港 (n),Directed,219691,,"<[1948.0, 1948.0]>",7,1948,上海,《中建》
王亚南(1948),研究 (n),Directed,219692,,"<[1948.0, 1948.0]>",7,1948,上海,《时与文》
王亚南(1948),经济 (n),Directed,219693,,"<[1948.0, 1948.0]>",7,1948,上海,《时与文》
费孝通(1948),天下 (n),Directed,219694,,"<[1948.0, 1948.0]>",7,1948,上海,《观察》
费孝通(1948),炉边 (n),Directed,219695,,"<[1948.0, 1948.0]>",7,1948,上海,《观察》
郭泉(1948),文化 (n),Directed,219696,,"<[1948.0, 1948.0]>",7,1948,南京,《展望》
陈振汉(1948),计划 (n),Directed,219697,,"<[1948.0, 1948.0]>",7,1948,北平,《新路周刊》
M.H.(1948),自治 (n),Directed,219698,,"<[1948.0, 1948.0]>",6,1948,上海,《国讯》
丁蕾(1948),美国 (n),Directed,219699,,"<[1948.0, 1948.0]>",6,1948,南京,《展望》
凯玲(1948),美国 (n),Directed,219700,,"<[1948.0, 1948.0]>",6,1948,南京,《展望》
吴景超(1948),经济 (n),Directed,219701,,"<[1948.0, 1948.0]>",7,1948,上海,《观察》
周公南(1948),剪影 (n),Directed,219702,,"<[1948.0, 1948.0]>",6,1948,上海,《中建》
朱树锦(1948),地方 (n),Directed,219703,,"<[1948.0, 1948.0]>",6,1948,上海,《中建》
林海(1948),作者 (n),Directed,219704,,"<[1948.0, 1948.0]>",6,1948,上海,《时与文》
欧阳春(1948),香港 (n),Directed,219705,,"<[1948.0, 1948.0]>",14,1948,上海,《时与文》
段连城(1948),美国 (n),Directed,219706,,"<[1948.0, 1948.0]>",6,1948,上海,《观察》
王亚南(1948),历史 (n),Directed,219707,,"<[1948.0, 1948.0]>",6,1948,上海,《时与文》
甄斯(1948),两周 (n),Directed,219708,,"<[1948.0, 1948.0]>",6,1948,南京,《展望》
甄斯(1948),中部 (n),Directed,219709,,"<[1948.0, 1948.0]>",6,1948,南京,《展望》
甄斯(1948),游记 (n),Directed,219710,,"<[1948.0, 1948.0]>",6,1948,南京,《展望》
甄斯(1948),美国 (n),Directed,219711,,"<[1948.0, 1948.0]>",6,1948,南京,《展望》
章明(1948),政治 (n),Directed,219712,,"<[1948.0, 1948.0]>",6,1948,南京,《展望》
郭泉(1948),广播 (n),Directed,219713,,"<[1948.0, 1948.0]>",6,1948,南京,《展望》
陆志韦(1948),学生 (n),Directed,219714,,"<[1948.0, 1948.0]>",11,1948,上海,《中建:北平版》
陈振汉(1948),中间 (n),Directed,219715,,"<[1948.0, 1948.0]>",6,1948,北平,《新路周刊》
陈振汉(1948),混合 (n),Directed,219716,,"<[1948.0, 1948.0]>",6,1948,北平,《新路周刊》
陈振汉(1948),选择 (n),Directed,219717,,"<[1948.0, 1948.0]>",6,1948,北平,《新路周刊》
黄撼石(1948),中国 (n),Directed,219718,,"<[1948.0, 1948.0]>",6,1948,上海,《再生》
M.H.(1948),事件 (n),Directed,219719,,"<[1948.0, 1948.0]>",5,1948,上海,《国讯》
M.H.(1948),抗议 (n),Directed,219720,,"<[1948.0, 1948.0]>",5,1948,上海,《国讯》
M.H.(1948),民盟 (n),Directed,219721,,"<[1948.0, 1948.0]>",5,1948,上海,《国讯》
M.H.(1948),青年 (n),Directed,219722,,"<[1948.0, 1948.0]>",5,1948,上海,《国讯》
仲亨(1948),周末 (n),Directed,219723,,"<[1948.0, 1948.0]>",5,1948,南京,《展望》
叶新华(1948),英国 (n),Directed,219724,,"<[1948.0, 1948.0]>",5,1948,上海,《再生》
吴景超(1948),制度 (n),Directed,219725,,"<[1948.0, 1948.0]>",5,1948,北平,《新路周刊》
杜衡(1948),地方 (n),Directed,219726,,"<[1948.0, 1948.0]>",5,1948,上海,《再生》
牛纵(1948),战区 (n),Directed,219727,,"<[1948.0, 1948.0]>",5,1948,南京,《展望》
牛纵(1948),豫西 (n),Directed,219728,,"<[1948.0, 1948.0]>",5,1948,南京,《展望》
王一冰(1948),诗人 (n),Directed,219729,,"<[1948.0, 1948.0]>",5,1948,上海,《再生》
王亚南(1948),解释 (n),Directed,219730,,"<[1948.0, 1948.0]>",5,1948,上海,《时与文》
蔡尚思(1948),评介 (n),Directed,219731,,"<[1948.0, 1948.0]>",5,1948,上海,《时与文》
负生(1948),社会主义 (n),Directed,219732,,"<[1948.0, 1948.0]>",5,1948,北平,《新路周刊》
金志文(1948),工作 (n),Directed,219733,,"<[1948.0, 1948.0]>",5,1948,上海,《中建》
黄撼石(1948),外交政策 (n),Directed,219734,,"<[1948.0, 1948.0]>",5,1948,上海,《再生》
M.H.(1948),上海 (n),Directed,219735,,"<[1948.0, 1948.0]>",4,1948,上海,《国讯》
M.H.(1948),呼吁 (n),Directed,219736,,"<[1948.0, 1948.0]>",4,1948,上海,《国讯》
M.H.(1948),和平 (n),Directed,219737,,"<[1948.0, 1948.0]>",4,1948,上海,《国讯》
丁蕾(1948),华盛顿 (n),Directed,219738,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
丁蕾(1948),日本 (n),Directed,219739,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
伟夫(1948),青岛 (n),Directed,219740,,"<[1948.0, 1948.0]>",4,1948,上海,《国讯》
何永佶(1948),杂记 (n),Directed,219741,,"<[1948.0, 1948.0]>",4,1948,上海,《观察》
刘大中(1948),意见 (n),Directed,219742,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
刘大中(1948),经济 (n),Directed,219743,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
刘子健(1948),日本 (n),Directed,219744,,"<[1948.0, 1948.0]>",4,1948,上海,《观察》
卓仁(1948),美国 (n),Directed,219745,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
喻凎邨(1948),儒家思想 (n),Directed,219746,,"<[1948.0, 1948.0]>",4,1948,上海,《再生》
张君劢(1948),外交政策 (n),Directed,219747,,"<[1948.0, 1948.0]>",4,1948,上海,《再生》
张君劢(1948),成都 (n),Directed,219748,,"<[1948.0, 1948.0]>",4,1948,上海,《再生》
张君劢(1948),政治 (n),Directed,219749,,"<[1948.0, 1948.0]>",4,1948,上海,《再生》
张绍贤(1948),政治 (n),Directed,219750,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
慕真(1948),经济 (n),Directed,219751,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
慕真(1948),美国 (n),Directed,219752,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
施复亮(1948),原因 (n),Directed,219753,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
施复亮(1948),我写 (n),Directed,219754,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
施复亮(1948),经过 (n),Directed,219755,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
朱树锦(1948),工作 (n),Directed,219756,,"<[1948.0, 1948.0]>",4,1948,上海,《中建》
朱树锦(1948),计划 (n),Directed,219757,,"<[1948.0, 1948.0]>",4,1948,上海,《中建》
李广田(1948),先生 (n),Directed,219758,,"<[1948.0, 1948.0]>",6,1948,上海,《观察》
李广田(1948),鲁迅 (n),Directed,219759,,"<[1948.0, 1948.0]>",4,1948,上海,《中建:北平版》
杨人楩(1948),一代 (n),Directed,219760,,"<[1948.0, 1948.0]>",4,1948,上海,《中建:北平版》
杨卫玉(1948),旧录 (n),Directed,219761,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
杨卫玉(1948),秋灯 (n),Directed,219762,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
林一荣(1948),北平 (n),Directed,219763,,"<[1948.0, 1948.0]>",4,1948,上海,《时与文》
林一荣(1948),知识份子 (n),Directed,219764,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
林焕平(1948),日本 (n),Directed,219765,,"<[1948.0, 1948.0]>",5,1948,上海,《国讯》
梅朶(1948),影剧 (n),Directed,219766,,"<[1948.0, 1948.0]>",4,1948,上海,《国讯》
波光(1948),徐州 (n),Directed,219768,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
炳章(1948),社会主义 (n),Directed,219769,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
燕然(1948),南京 (n),Directed,219770,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
王道乾(1948),四首 (n),Directed,219771,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
胡光(1948),香港 (n),Directed,219772,,"<[1948.0, 1948.0]>",7,1948,南京,《展望》
蒋硕傑(1948),讨论 (n),Directed,219773,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
蒙若(1948),西安 (n),Directed,219774,,"<[1948.0, 1948.0]>",5,1948,南京,《展望》
袁翰青(1948),知识份子 (n),Directed,219775,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
负生(1948),和平 (n),Directed,219776,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
负生(1948),实现 (n),Directed,219777,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
负生(1948),方法 (n),Directed,219778,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
费孝通(1948),美国 (n),Directed,219779,,"<[1948.0, 1948.0]>",7,1948,上海,《中建:北平版》
费雯(1948),美国 (n),Directed,219780,,"<[1948.0, 1948.0]>",4,1948,上海,《再生》
赵志华(1948),之间 (n),Directed,219781,,"<[1948.0, 1948.0]>",4,1948,上海,《中建》
赵志华(1948),大选 (n),Directed,219782,,"<[1948.0, 1948.0]>",4,1948,上海,《中建》
赵志华(1948),幕剧 (n),Directed,219783,,"<[1948.0, 1948.0]>",4,1948,上海,《中建》
赵志华(1948),黑白 (n),Directed,219784,,"<[1948.0, 1948.0]>",4,1948,上海,《中建》
陈振汉(1948),讨论 (n),Directed,219785,,"<[1948.0, 1948.0]>",4,1948,北平,《新路周刊》
黄撼石(1948),破产 (n),Directed,219786,,"<[1948.0, 1948.0]>",4,1948,上海,《再生》
M.H.(1948),军火 (n),Directed,219787,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),华侨 (n),Directed,219788,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),同济 (n),Directed,219789,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),大会 (n),Directed,219790,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),学联 (n),Directed,219791,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),宣布 (n),Directed,219792,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),希腊 (n),Directed,219793,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),平津 (n),Directed,219794,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),政府 (n),Directed,219795,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),罢课 (n),Directed,219796,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
M.H.(1948),美国 (n),Directed,219797,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
丁蕾(1948),联盟 (n),Directed,219798,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
严绍端(1948),印度 (n),Directed,219799,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
严绍端(1948),新德里 (n),Directed,219800,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
余园(1948),欧洲 (n),Directed,219801,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
余园(1948),起源 (n),Directed,219802,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
储安平(1948),观察 (n),Directed,219803,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
冠__(1948),江南 (n),Directed,219804,,"<[1948.0, 1948.0]>",3,1948,上海,《时与文》
冠__(1948),苏北 (n),Directed,219805,,"<[1948.0, 1948.0]>",3,1948,上海,《时与文》
凌华(1948),东北 (n),Directed,219806,,"<[1948.0, 1948.0]>",3,1948,上海,《时与文》
凯玲(1948),农村 (n),Directed,219807,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
刘子健(1948),中国 (n),Directed,219808,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
刘子健(1948),复兴 (n),Directed,219809,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
刘毅(1948),共产党 (n),Directed,219810,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
刘毅(1948),联邦 (n),Directed,219811,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
刘绪贻(1948),知识 (n),Directed,219812,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
卓仁(1948),制度 (n),Directed,219813,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
卓仁(1948),经济 (n),Directed,219814,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
叶新华(1948),之四 (n),Directed,219815,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
吴仲持(1948),纲领 (n),Directed,219816,,"<[1948.0, 1948.0]>",3,1948,香港,《光明报》
吴允曾(1948),美国 (n),Directed,219817,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
吴思毅(1948),币制 (n),Directed,219818,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
吴思毅(1948),我国 (n),Directed,219819,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
吴思毅(1948),改革 (n),Directed,219820,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
吴思毅(1948),问题 (n),Directed,219821,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
吴恩裕(1948),书评 (n),Directed,219822,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
吴景超(1948),美苏 (n),Directed,219823,,"<[1948.0, 1948.0]>",4,1948,上海,《观察》
吴泽(1948),希望 (n),Directed,219824,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
周公南(1948),农民 (n),Directed,219825,,"<[1948.0, 1948.0]>",3,1948,上海,《中建》
夔公(1948),应负 (n),Directed,219826,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
夔公(1948),责任 (n),Directed,219827,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
孙起孟(1948),希望 (n),Directed,219828,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
孟宪章(1948),日本 (n),Directed,219829,,"<[1948.0, 1948.0]>",7,1948,上海,《时与文》
宋宝山(1948),小结 (n),Directed,219830,,"<[1948.0, 1948.0]>",3,1948,上海,《中建》
宋宝山(1948),尝试 (n),Directed,219831,,"<[1948.0, 1948.0]>",3,1948,上海,《中建》
宋宝山(1948),电教 (n),Directed,219832,,"<[1948.0, 1948.0]>",3,1948,上海,《中建》
岳铎(1948),美国 (n),Directed,219833,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
张东荪(1948),民主主义 (n),Directed,219834,,"<[1948.0, 1948.0]>",5,1948,上海,《中建:华北航空版》
张东荪(1948),知识份子 (n),Directed,219835,,"<[1948.0, 1948.0]>",4,1948,上海,《中建:北平版》
张东荪(1948),社会主义 (n),Directed,219836,,"<[1948.0, 1948.0]>",5,1948,上海,《中建:华北航空版》
张仁光(1948),七五 (n),Directed,219837,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
张仁光(1948),上海 (n),Directed,219838,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
张仁光(1948),学生 (n),Directed,219839,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
张仁光(1948),抗议 (n),Directed,219840,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
张君劢(1948),中国 (n),Directed,219841,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
张君劢(1948),美国 (n),Directed,219842,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
彭定颐(1948),社会主义 (n),Directed,219843,,"<[1948.0, 1948.0]>",3,1948,南京,《主流》
彭定颐(1948),费边 (n),Directed,219844,,"<[1948.0, 1948.0]>",3,1948,南京,《主流》
彭定颐(1948),费边社 (n),Directed,219845,,"<[1948.0, 1948.0]>",3,1948,南京,《主流》
徐毓枬(1948),制度 (n),Directed,219846,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
徐毓枬(1948),讨论 (n),Directed,219847,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
徐铸成(1948),希望 (n),Directed,219848,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
微生(1948),苦诉 (n),Directed,219849,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
慕真(1948),制度 (n),Directed,219850,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
方建民(1948),发展 (n),Directed,219851,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
方建民(1948),总统 (n),Directed,219852,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
方建民(1948),政治史 (n),Directed,219853,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
方建民(1948),民主 (n),Directed,219854,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
方建民(1948),贝奈斯 (n),Directed,219855,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
方建民(1948),遗着 (n),Directed,219856,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
方建民(1948),问题 (n),Directed,219857,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
景明(1948),应负 (n),Directed,219858,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
景明(1948),责任 (n),Directed,219859,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
曾昭抡(1948),衣食住行 (n),Directed,219860,,"<[1948.0, 1948.0]>",3,1948,香港,《光明报》
李广田(1948),晚会 (n),Directed,219861,,"<[1948.0, 1948.0]>",3,1948,上海,《中建:北平版》
李广田(1948),纪念 (n),Directed,219862,,"<[1948.0, 1948.0]>",3,1948,上海,《中建:北平版》
杜衡(1948),中枢 (n),Directed,219863,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
杜衡(1948),军区 (n),Directed,219864,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
杜衡(1948),言官 (n),Directed,219865,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
杨庆堃(1948),美国 (n),Directed,219866,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
杨微(1948),华莱士 (n),Directed,219867,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
杨微(1948),学生 (n),Directed,219868,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
杨微(1948),要求 (n),Directed,219869,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
林焕平(1948),内阁 (n),Directed,219870,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
林焕平(1948),美国 (n),Directed,219871,,"<[1948.0, 1948.0]>",4,1948,南京,《展望》
林莽(1948),东南亚 (n),Directed,219872,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
林莽(1948),青年 (n),Directed,219873,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
梦觉(1948),内幕 (n),Directed,219874,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
梦觉(1948),政局 (n),Directed,219875,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
沈志远(1948),新政协 (n),Directed,219876,,"<[1948.0, 1948.0]>",3,1948,香港,《光明报》
波光(1948),华北 (n),Directed,219877,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
波光(1948),大战 (n),Directed,219878,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
炳章(1948),和平 (n),Directed,219879,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
炳章(1948),实现 (n),Directed,219880,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
炳章(1948),方法 (n),Directed,219881,,"<[1948.0, 1948.0]>",3,1948,北平,《新路周刊》
焦尾琴(1948),北平 (n),Directed,219882,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
牛纵(1948),巡礼 (n),Directed,219883,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
王一冰(1948),欧美 (n),Directed,219884,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
王一冰(1948),评传 (n),Directed,219885,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
王厚生(1948),国会 (n),Directed,219886,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
王厚生(1948),美国 (n),Directed,219887,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
田汝康(1948),伦敦 (n),Directed,219888,,"<[1948.0, 1948.0]>",3,1948,上海,《观察》
石华(1948),传奇 (n),Directed,219889,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
石华(1948),奇谭 (n),Directed,219890,,"<[1948.0, 1948.0]>",3,1948,南京,《展望》
石闻(1948),势力 (n),Directed,219891,,"<[1948.0, 1948.0]>",3,1948,上海,《时与文》
石闻(1948),四川 (n),Directed,219892,,"<[1948.0, 1948.0]>",3,1948,上海,《时与文》
秦越(1948),时代 (n),Directed,219893,,"<[1948.0, 1948.0]>",3,1948,上海,《再生》
红柳(1948),文化 (n),Directed,219894,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
红柳(1948),短讯 (n),Directed,219895,,"<[1948.0, 1948.0]>",3,1948,上海,《国讯》
