"source","target","year","place","weight"
"梁公任","《国讯》",1945,"上海",13
"许广平","《民主(上海)》",1945,"上海",13
"蒲岗","《民主(上海)》",1945,"上海",11
"尊闻","《民主(上海)》",1945,"上海",9
"秦柳方","《国讯》",1945,"上海",9
"郑振铎","《民主(上海)》",1945,"上海",9
"周建人","《民主(上海)》",1945,"上海",8
"平心","《周报(上海1945)》",1945,"上海",8
"董秋斯","《民主(上海)》",1945,"上海",8
"引流","《国讯》",1945,"上海",7
"石啸冲","《再生》",1945,"重庆",7
"孟南","《民主周刊(昆明)》",1945,"昆明",6
"杨明","《民主(上海)》",1945,"上海",6
"费孝通","《民主周刊(昆明)》",1945,"昆明",6
"马叙伦","《周报(上海1945)》",1945,"上海",6
"马叙伦","《民主(上海)》",1945,"上海",6
"吴晗","《民主周刊(昆明)》",1945,"昆明",5
"周建人","《周报(上海1945)》",1945,"上海",5
"小鱼","《国讯》",1945,"上海",5
"思慕","《民主周刊(昆明)》",1945,"昆明",5
"曹聚仁","《周报(上海1945)》",1945,"上海",5
"杨卫玉","《国讯》",1945,"上海",5
"柳宗元","《周报(上海1945)》",1945,"上海",5
"珂田","《周报(上海1945)》",1945,"上海",5
"翦伯赞","《中华论坛》",1945,"重庆",5
"胡曲园","《周报(上海1945)》",1945,"上海",5
"许广平","《周报(上海1945)》",1945,"上海",5
"齐纬","《国讯》",1945,"上海",5
"严延","《中华论坛》",1945,"重庆",4
"光未然","《民主周刊(昆明)》",1945,"昆明",4
"克士","《民主(上海)》",1945,"上海",4
"君山","《民主周刊(昆明)》",1945,"昆明",4
"张一凡","《民主(上海)》",1945,"上海",4
"张礼千","《国讯》",1945,"上海",4
"澹庐","《国讯》",1945,"上海",4
"王立果","《民主周刊(昆明)》",1945,"昆明",4
"百辞","《民主(重庆)》",1945,"重庆",4
"章伯钧","《中华论坛》",1945,"重庆",4
"索非","《周报(上海1945)》",1945,"上海",4
"罗稷南","《民主(上海)》",1945,"上海",4
"罗西","《民主周刊(昆明)》",1945,"昆明",4
"翁逸之","《周报(上海1945)》",1945,"上海",4
"胡钊","《民主周刊(昆明)》",1945,"昆明",4
"茅盾","《民主(重庆)》",1945,"重庆",4
"许若明","《周报(上海1945)》",1945,"上海",4
"邵翰齐","《周报(上海1945)》",1945,"上海",4
"陈正飞","《中华论坛》",1945,"重庆",4
"陶大镛","《国讯》",1945,"上海",4
"丁聪","《周报(上海1945)》",1945,"上海",3
"严景耀","《民主(上海)》",1945,"上海",3
"周新民","《民主周刊(昆明)》",1945,"昆明",3
"唐言","《中华论坛》",1945,"重庆",3
"子冈","《民主周刊(昆明)》",1945,"昆明",3
"师陀","《周报(上海1945)》",1945,"上海",3
"张大任","《周报(上海1945)》",1945,"上海",3
"愚公","《民主(重庆)》",1945,"重庆",3
"晓歌","《周报(上海1945)》",1945,"上海",3
"李兆安","《民主(上海)》",1945,"上海",3
"柳亚子","《周报(上海1945)》",1945,"上海",3
"柳亚子","《民主(重庆)》",1945,"重庆",3
"楚图南","《民主周刊(昆明)》",1945,"昆明",3
"毅生","《再生》",1945,"重庆",3
"求思","《民主(上海)》",1945,"上海",3
"沈志远","《民主周刊(昆明)》",1945,"昆明",3
"潮声","《国讯》",1945,"上海",3
"王少燕","《民主(重庆)》",1945,"重庆",3
"祝世康","《中华论坛》",1945,"重庆",3
"秋斯","《民主(上海)》",1945,"上海",3
"罗加正","《再生》",1945,"重庆",3
"罗涵先","《民主(重庆)》",1945,"重庆",3
"肥遯","《民主(重庆)》",1945,"重庆",3
"胡毅","《民主周刊(昆明)》",1945,"昆明",3
"若愚","《民主(重庆)》",1945,"重庆",3
"范华农","《民主(重庆)》",1945,"重庆",3
"迈之","《民主周刊(昆明)》",1945,"昆明",3
"邓初民","《民主(重庆)》",1945,"重庆",3
"邓初民","《民主周刊(昆明)》",1945,"昆明",3
"郭绍虞","《民主(上海)》",1945,"上海",3
"问梁","《国讯》",1945,"上海",3
"陶行知","《周报(上海1945)》",1945,"上海",3
"静远","《周报(上海1945)》",1945,"上海",3
"顾均正","《周报(上海1945)》",1945,"上海",3
"马丁","《周报(上海1945)》",1945,"上海",3
"高克奇","《民主(重庆)》",1945,"重庆",3
"黄巨兴","《民主周刊(昆明)》",1945,"昆明",3
"黄裳","《周报(上海1945)》",1945,"上海",3
"一民","《周报(上海1945)》",1945,"上海",2
"严景曜","《民主(上海)》",1945,"上海",2
"亚槐","《民主(上海)》",1945,"上海",2
"光年","《民主周刊(昆明)》",1945,"昆明",2
"其良","《民主周刊(昆明)》",1945,"昆明",2
"农慕之","《民主周刊(昆明)》",1945,"昆明",2
"冬予里","《民主周刊(昆明)》",1945,"昆明",2
"冯玉祥","《周报(上海1945)》",1945,"上海",2
"凤子","《周报(上海1945)》",1945,"上海",2
"刘逸","《再生》",1945,"重庆",2
"刘铁华","《周报(上海1945)》",1945,"上海",2
"刘铁华","《民主(上海)》",1945,"上海",2
"力扬","《周报(上海1945)》",1945,"上海",2
"千里","《国讯》",1945,"上海",2
"华心","《民主周刊(昆明)》",1945,"昆明",2
"华阳","《民主周刊(昆明)》",1945,"昆明",2
"卢蕻","《民主周刊(昆明)》",1945,"昆明",2
"叶圣陶","《周报(上海1945)》",1945,"上海",2
"吴斐丹","《国讯》",1945,"上海",2
"吴清友","《国讯》",1945,"上海",2
"周予同","《周报(上海1945)》",1945,"上海",2
"周伯棣","《国讯》",1945,"上海",2
"周谷城","《中华论坛》",1945,"重庆",2
"夏衍","《周报(上海1945)》",1945,"上海",2
"外卢","《中华论坛》",1945,"重庆",2
"夷初","《周报(上海1945)》",1945,"上海",2
"奴齐","《民主(上海)》",1945,"上海",2
"娄立齐","《民主(上海)》",1945,"上海",2
"子敬","《再生》",1945,"重庆",2
"孟心坚","《民主周刊(昆明)》",1945,"昆明",2
"宾符","《民主(上海)》",1945,"上海",2
"尚丁","《国讯》",1945,"上海",2
"屠西","《民主(重庆)》",1945,"重庆",2
"巴金","《周报(上海1945)》",1945,"上海",2
"张一凡","《周报(上海1945)》",1945,"上海",2
"张子毅","《民主周刊(昆明)》",1945,"昆明",2
"张澜","《周报(上海1945)》",1945,"上海",2
"张申府","《民主(重庆)》",1945,"重庆",2
"张若达","《周报(上海1945)》",1945,"上海",2
"徐植","《民主周刊(昆明)》",1945,"昆明",2
"拾风","《周报(上海1945)》",1945,"上海",2
"曹刚","《民主周刊(昆明)》",1945,"昆明",2
"曹萝阳","《民主周刊(昆明)》",1945,"昆明",2
"李公樸","《民主(重庆)》",1945,"重庆",2
"李凌飞","《国讯》",1945,"上海",2
"李及","《民主(重庆)》",1945,"重庆",2
"李战林","《再生》",1945,"重庆",2
"李玄伯","《民主(上海)》",1945,"上海",2
"杨刚","《周报(上海1945)》",1945,"上海",2
"柏寒","《民主周刊(昆明)》",1945,"昆明",2
"柳诒","《再生》",1945,"重庆",2
"梁漱溟","《民主(重庆)》",1945,"重庆",2
"沈志远","《民主(重庆)》",1945,"重庆",2
"沈涛","《周报(上海1945)》",1945,"上海",2
"洛扬","《民主周刊(昆明)》",1945,"昆明",2
"燕士","《民主(重庆)》",1945,"重庆",2
"王以中","《民主(上海)》",1945,"上海",2
"王伯祥","《周报(上海1945)》",1945,"上海",2
"王沿津","《国讯》",1945,"上海",2
"王铁华","《周报(上海1945)》",1945,"上海",2
"章伯钧","《民主(重庆)》",1945,"重庆",2
"端木泉","《民主(上海)》",1945,"上海",2
"罗隆基","《民主(重庆)》",1945,"重庆",2
"胡剑","《民主周刊(昆明)》",1945,"昆明",2
"艾秋飙","《民主周刊(昆明)》",1945,"昆明",2
"苏尔齐伯格","《再生》",1945,"重庆",2
"范蕙","《周报(上海1945)》",1945,"上海",2
"萧明","《民主(重庆)》",1945,"重庆",2
"葭水","《周报(上海1945)》",1945,"上海",2
"袁西华","《民主周刊(昆明)》",1945,"昆明",2
"许傑","《民主(上海)》",1945,"上海",2
"许杰","《周报(上海1945)》",1945,"上海",2
"费稳","《再生》",1945,"重庆",2
"贺依","《民主(上海)》",1945,"上海",2
"邓初民","《中华论坛》",1945,"重庆",2
"邓初民","《再生》",1945,"重庆",2
"郑森禹","《民主(上海)》",1945,"上海",2
"郭沫若","《中华论坛》",1945,"重庆",2
"郭沫若","《周报(上海1945)》",1945,"上海",2
"金枫","《周报(上海1945)》",1945,"上海",2
"镜民","《国讯》",1945,"上海",2
"陆钦墀","《民主周刊(昆明)》",1945,"昆明",2
"陈康成","《民主周刊(昆明)》",1945,"昆明",2
"陈志中","《民主(重庆)》",1945,"重庆",2
"陈曦","《国讯》",1945,"上海",2
"陈鼎龢","《再生》",1945,"重庆",2
"项黎","《民主(重庆)》",1945,"重庆",2
"马哲民","《民主(重庆)》",1945,"重庆",2
"骆闻","《民主(重庆)》",1945,"重庆",2
"高扬","《民主周刊(昆明)》",1945,"昆明",2
"魏矢","《再生》",1945,"重庆",2
"鲁小詹","《民主周刊(昆明)》",1945,"昆明",2
"鲍乐蒂","《周报(上海1945)》",1945,"上海",2
"黄炎培","《再生》",1945,"重庆",2
"黄炎培","《周报(上海1945)》",1945,"上海",2
"黄药眠","《民主周刊(昆明)》",1945,"昆明",2
"黎舫","《周报(上海1945)》",1945,"上海",2
"Bercovici，K.","《民主周刊(昆明)》",1945,"昆明",1
"Clark，B.","《周报(上海1945)》",1945,"上海",1
"F._Geyrasi","《中华论坛》",1945,"重庆",1
"Hogg，P.","《民主周刊(昆明)》",1945,"昆明",1
"Milner，I.","《再生》",1945,"重庆",1
"一学生","《民主(上海)》",1945,"上海",1
"一生","《民主(上海)》",1945,"上海",1
"丁一","《国讯》",1945,"上海",1
"丁易","《民主周刊(昆明)》",1945,"昆明",1
"丁玲","《周报(上海1945)》",1945,"上海",1
"丁西林","《周报(上海1945)》",1945,"上海",1
"万影","《国讯》",1945,"上海",1
"万英","《民主周刊(昆明)》",1945,"昆明",1
"不耳","《周报(上海1945)》",1945,"上海",1
"丘八大","《周报(上海1945)》",1945,"上海",1
"东方晦之","《周报(上海1945)》",1945,"上海",1
"东方晦之","《民主(上海)》",1945,"上海",1
"严亚明","《周报(上海1945)》",1945,"上海",1
"严信民","《中华论坛》",1945,"重庆",1
"严克","《周报(上海1945)》",1945,"上海",1
"严奇","《周报(上海1945)》",1945,"上海",1
"严景矅","《民主(上海)》",1945,"上海",1
"严问天","《国讯》",1945,"上海",1
"丹尼尔","《国讯》",1945,"上海",1
"于蒪","《民主(重庆)》",1945,"重庆",1
"以君","《民主(上海)》",1945,"上海",1
"任华","《民主(上海)》",1945,"上海",1
"任四维","《周报(上海1945)》",1945,"上海",1
"伊利奥特","《国讯》",1945,"上海",1
"伍同伐","《再生》",1945,"重庆",1
"伍启元","《民主周刊(昆明)》",1945,"昆明",1
"伯伟","《再生》",1945,"重庆",1
"伯华","《民主周刊(昆明)》",1945,"昆明",1
"伯韩","《民主周刊(昆明)》",1945,"昆明",1
"但维斯","《国讯》",1945,"上海",1
"何其芳","《周报(上海1945)》",1945,"上海",1
"何惧","《民主(重庆)》",1945,"重庆",1
"何方","《民主(重庆)》",1945,"重庆",1
"何达","《民主周刊(昆明)》",1945,"昆明",1
"余伯约","《民主(上海)》",1945,"上海",1
"余剡溪","《周报(上海1945)》",1945,"上海",1
"余剡溪","《民主(重庆)》",1945,"重庆",1
"侯外卢","《中华论坛》",1945,"重庆",1
"侯外庐","《国讯》",1945,"上海",1
"侯外庐","《民主(重庆)》",1945,"重庆",1
"俊生","《再生》",1945,"重庆",1
"俞焕文","《国讯》",1945,"上海",1
"俞颂华","《再生》",1945,"重庆",1
"俞颂华","《周报(上海1945)》",1945,"上海",1
"傅彬然","《国讯》",1945,"上海",1
"傅雷","《周报(上海1945)》",1945,"上海",1
"光军","《国讯》",1945,"上海",1
"光涛","《再生》",1945,"重庆",1
"克士","《周报(上海1945)》",1945,"上海",1
"全杨","《民主周刊(昆明)》",1945,"昆明",1
"公健","《再生》",1945,"重庆",1
"公孙未央","《民主周刊(昆明)》",1945,"昆明",1
"再生侯北人","《周报(上海1945)》",1945,"上海",1
"冯乃超","《民主(重庆)》",1945,"重庆",1
"冯克","《周报(上海1945)》",1945,"上海",1
"冯克","《民主(重庆)》",1945,"重庆",1
"冯克","《民主周刊(昆明)》",1945,"昆明",1
"冯少山","《周报(上海1945)》",1945,"上海",1
"冯玉祥","《民主(重庆)》",1945,"重庆",1
"冶人","《民主(重庆)》",1945,"重庆",1
"冷红","《民主(上海)》",1945,"上海",1
"冷遹","《国讯》",1945,"上海",1
"冷风","《国讯》",1945,"上海",1
"刘尊棋","《国讯》",1945,"上海",1
"刘清扬","《再生》",1945,"重庆",1
"刘瑞林","《中华论坛》",1945,"重庆",1
"力扬","《民主(重庆)》",1945,"重庆",1
"劳莹","《周报(上海1945)》",1945,"上海",1
"北人","《周报(上海1945)》",1945,"上海",1
"北人","《民主(重庆)》",1945,"重庆",1
"华臣","《周报(上海1945)》",1945,"上海",1
"卢剑公","《周报(上海1945)》",1945,"上海",1
"卢铎","《周报(上海1945)》",1945,"上海",1
"友非","《国讯》",1945,"上海",1
"反对内战","《中华论坛》",1945,"重庆",1
"叔伟","《民主周刊(昆明)》",1945,"昆明",1
"叔梁","《民主(上海)》",1945,"上海",1
"史国卫","《民主周刊(昆明)》",1945,"昆明",1
"史笃","《民主(上海)》",1945,"上海",1
"叶君","《周报(上海1945)》",1945,"上海",1
"叶圣陶","《民主(上海)》",1945,"上海",1
"叶圣陶","《民主(重庆)》",1945,"重庆",1
"叶文雄","《中华论坛》",1945,"重庆",1
"司马星","《民主(重庆)》",1945,"重庆",1
"吉人","《民主周刊(昆明)》",1945,"昆明",1
"吕剑","《民主周刊(昆明)》",1945,"昆明",1
"吕德润","《周报(上海1945)》",1945,"上海",1
"吴世昌","《周报(上海1945)》",1945,"上海",1
"吴大琨","《民主(上海)》",1945,"上海",1
"吴晓","《民主周刊(昆明)》",1945,"昆明",1
"吴清友","《民主(重庆)》",1945,"重庆",1
"吴王琨","《民主(上海)》",1945,"上海",1
"吴祖光","《民主(重庆)》",1945,"重庆",1
"吴纪","《民主周刊(昆明)》",1945,"昆明",1
"吴荣甲","《国讯》",1945,"上海",1
"吴藻溪","《国讯》",1945,"上海",1
"吴铁","《周报(上海1945)》",1945,"上海",1
"周依维","《民主周刊(昆明)》",1945,"昆明",1
"周先庚","《民主周刊(昆明)》",1945,"昆明",1
"周振甫","《民主(上海)》",1945,"上海",1
"周斧冰","《国讯》",1945,"上海",1
"周波","《中华论坛》",1945,"重庆",1
"周煦良","《民主(上海)》",1945,"上海",1
"周知","《再生》",1945,"重庆",1
"周知","《民主(重庆)》",1945,"重庆",1
"唐庆增","《周报(上海1945)》",1945,"上海",1
"唐弢","《周报(上海1945)》",1945,"上海",1
"唐弢","《民主(上海)》",1945,"上海",1
"唐秉文","《周报(上海1945)》",1945,"上海",1
"坦宁保姆","《中华论坛》",1945,"重庆",1
"夏孟辉","《国讯》",1945,"上海",1
"夏炎德","《国讯》",1945,"上海",1
"夏迪蒙","《再生》",1945,"重庆",1
"大愿","《国讯》",1945,"上海",1
"大荒","《再生》",1945,"重庆",1
"天凡","《民主周刊(昆明)》",1945,"昆明",1
"天父","《民主周刊(昆明)》",1945,"昆明",1
"天顽","《民主(上海)》",1945,"上海",1
"奥凯","《民主(重庆)》",1945,"重庆",1
"姚苏凤","《周报(上海1945)》",1945,"上海",1
"姜庆湘","《中华论坛》",1945,"重庆",1
"姜庆湘","《民主(重庆)》",1945,"重庆",1
"姜鹏翊","《民主周刊(昆明)》",1945,"昆明",1
"存真","《民主(上海)》",1945,"上海",1
"孙亚夫","《再生》",1945,"重庆",1
"孙宝毅","《再生》",1945,"重庆",1
"孙起孟","《国讯》",1945,"上海",1
"孟昌","《中华论坛》",1945,"重庆",1
"安约吾","《中华论坛》",1945,"重庆",1
"安逸","《民主(上海)》",1945,"上海",1
"宣谛之","《民主(重庆)》",1945,"重庆",1
"宦乡","《周报(上海1945)》",1945,"上海",1
"宧乡","《周报(上海1945)》",1945,"上海",1
"寿生","《民主周刊(昆明)》",1945,"昆明",1
"尊立","《周报(上海1945)》",1945,"上海",1
"小羽","《周报(上海1945)》",1945,"上海",1
"小鱼","《民主周刊(昆明)》",1945,"昆明",1
"少之","《民主(重庆)》",1945,"重庆",1
"尔咸","《国讯》",1945,"上海",1
"尚钺","《民主周刊(昆明)》",1945,"昆明",1
"尚铖","《民主周刊(昆明)》",1945,"昆明",1
"尚青禾","《国讯》",1945,"上海",1
"屠西","《周报(上海1945)》",1945,"上海",1
"左舜生","《周报(上海1945)》",1945,"上海",1
"巴尔契斯基","《中华论坛》",1945,"重庆",1
"师陀","《民主(上海)》",1945,"上海",1
"平心","《民主(上海)》",1945,"上海",1
"庄圻泰","《周报(上海1945)》",1945,"上海",1
"庄永","《周报(上海1945)》",1945,"上海",1
"张东皋","《周报(上海1945)》",1945,"上海",1
"张东荪","《民主(重庆)》",1945,"重庆",1
"张东荪","《民主周刊(昆明)》",1945,"昆明",1
"张凤举","《民主(上海)》",1945,"上海",1
"张刚","《民主周刊(昆明)》",1945,"昆明",1
"张君劢","《再生》",1945,"重庆",1
"张宏","《周报(上海1945)》",1945,"上海",1
"张志让","《周报(上海1945)》",1945,"上海",1
"张志龢","《民主(重庆)》",1945,"重庆",1
"张恨水","《周报(上海1945)》",1945,"上海",1
"张时俊","《民主周刊(昆明)》",1945,"昆明",1
"张明养","《国讯》",1945,"上海",1
"张栋举","《民主(重庆)》",1945,"重庆",1
"张淦","《周报(上海1945)》",1945,"上海",1
"张珏","《周报(上海1945)》",1945,"上海",1
"张申府","《再生》",1945,"重庆",1
"张申府","《国讯》",1945,"上海",1
"张竞存","《周报(上海1945)》",1945,"上海",1
"张西曼","《国讯》",1945,"上海",1
"张远昕","《周报(上海1945)》",1945,"上海",1
"张雪澄","《国讯》",1945,"上海",1
"张鸿增","《周报(上海1945)》",1945,"上海",1
"彭松","《民主(重庆)》",1945,"重庆",1
"徐修","《民主周刊(昆明)》",1945,"昆明",1
"徐如免","《民主周刊(昆明)》",1945,"昆明",1
"徐撤","《民主(上海)》",1945,"上海",1
"徐相任","《民主(上海)》",1945,"上海",1
"徐系","《周报(上海1945)》",1945,"上海",1
"徐调孚","《民主(上海)》",1945,"上海",1
"徐郎","《民主(重庆)》",1945,"重庆",1
"徐铸成","《周报(上海1945)》",1945,"上海",1
"慕英","《民主周刊(昆明)》",1945,"昆明",1
"戎戈","《周报(上海1945)》",1945,"上海",1
"戚陈德珍","《国讯》",1945,"上海",1
"戴寒波","《周报(上海1945)》",1945,"上海",1
"房龙","《中华论坛》",1945,"重庆",1
"托尔斯泰","《民主(上海)》",1945,"上海",1
"抱贞","《再生》",1945,"重庆",1
"拉铁摩尔","《国讯》",1945,"上海",1
"振寰","《民主(上海)》",1945,"上海",1
"敏之","《民主(上海)》",1945,"上海",1
"文宜","《民主周刊(昆明)》",1945,"昆明",1
"斯诺","《民主(上海)》",1945,"上海",1
"新武","《民主(上海)》",1945,"上海",1
"方与严","《民主(重庆)》",1945,"重庆",1
"方扬","《民主(重庆)》",1945,"重庆",1
"方治平","《民主(重庆)》",1945,"重庆",1
"方禺","《民主(上海)》",1945,"上海",1
"施佑铭","《周报(上海1945)》",1945,"上海",1
"施复亮","《周报(上海1945)》",1945,"上海",1
"施艾","《中华论坛》",1945,"重庆",1
"施艾","《民主(重庆)》",1945,"重庆",1
"施贻","《中华论坛》",1945,"重庆",1
"明养","《国讯》",1945,"上海",1
"明子","《周报(上海1945)》",1945,"上海",1
"易水","《周报(上海1945)》",1945,"上海",1
"春光","《民主周刊(昆明)》",1945,"昆明",1
"晓敷","《周报(上海1945)》",1945,"上海",1
"晶远","《民主周刊(昆明)》",1945,"昆明",1
"曹介植","《周报(上海1945)》",1945,"上海",1
"曹刚","《周报(上海1945)》",1945,"上海",1
"曹樸","《民主周刊(昆明)》",1945,"昆明",1
"曾守约","《中华论坛》",1945,"重庆",1
"曾昭抡","《民主(重庆)》",1945,"重庆",1
"曾琦","《民主(重庆)》",1945,"重庆",1
"曾瑞","《周报(上海1945)》",1945,"上海",1
"月伶","《周报(上海1945)》",1945,"上海",1
"朝华","《民主(重庆)》",1945,"重庆",1
"木林","《国讯》",1945,"上海",1
"朱健飞","《民主周刊(昆明)》",1945,"昆明",1
"朱彬元","《周报(上海1945)》",1945,"上海",1
"朱洗","《周报(上海1945)》",1945,"上海",1
"朱自珍","《周报(上海1945)》",1945,"上海",1
"李健吾","《周报(上海1945)》",1945,"上海",1
"李兆","《民主(上海)》",1945,"上海",1
"李公朴","《周报(上海1945)》",1945,"上海",1
"李善卷","《国讯》",1945,"上海",1
"李时中","《周报(上海1945)》",1945,"上海",1
"李玄伯","《周报(上海1945)》",1945,"上海",1
"李自强","《周报(上海1945)》",1945,"上海",1
"杜迈之","《民主周刊(昆明)》",1945,"昆明",1
"来秋","《民主周刊(昆明)》",1945,"昆明",1
"杨佑贤","《民主(重庆)》",1945,"重庆",1
"杨作雨","《民主(上海)》",1945,"上海",1
"杨动","《民主(上海)》",1945,"上海",1
"杨学纯","《民主(上海)》",1945,"上海",1
"杨宗亿","《民主(上海)》",1945,"上海",1
"杨愚","《民主(上海)》",1945,"上海",1
"杨明","《民主周刊(昆明)》",1945,"昆明",1
"杨穗","《民主周刊(昆明)》",1945,"昆明",1
"杨荣国","《中华论坛》",1945,"重庆",1
"杨蔚","《国讯》",1945,"上海",1
"杨霁云","《周报(上海1945)》",1945,"上海",1
"林松","《周报(上海1945)》",1945,"上海",1
"林汉达","《周报(上海1945)》",1945,"上海",1
"林焕平","《民主(重庆)》",1945,"重庆",1
"林谷","《中华论坛》",1945,"重庆",1
"林陵蓉","《民主(重庆)》",1945,"重庆",1
"柏有仁","《民主(重庆)》",1945,"重庆",1
"柯灵","《周报(上海1945)》",1945,"上海",1
"柳亚子","《民主(上海)》",1945,"上海",1
"柳亚子","《民主周刊(昆明)》",1945,"昆明",1
"柳蕴","《民主(上海)》",1945,"上海",1
"树鹃","《国讯》",1945,"上海",1
"桑弧","《周报(上海1945)》",1945,"上海",1
"梁纯夫","《再生》",1945,"重庆",1
"梅兰芳","《周报(上海1945)》",1945,"上海",1
"梅湜","《民主(上海)》",1945,"上海",1
"梧轩","《民主周刊(昆明)》",1945,"昆明",1
"欧罗","《国讯》",1945,"上海",1
"正非","《民主周刊(昆明)》",1945,"昆明",1
"民语","《周报(上海1945)》",1945,"上海",1
"永先","《周报(上海1945)》",1945,"上海",1
"汝德","《民主周刊(昆明)》",1945,"昆明",1
"江同","《民主周刊(昆明)》",1945,"昆明",1
"汤心仪","《周报(上海1945)》",1945,"上海",1
"汪大煊","《周报(上海1945)》",1945,"上海",1
"沈兹九","《民主(重庆)》",1945,"重庆",1
"沈志远","《周报(上海1945)》",1945,"上海",1
"沈来秋","《民主周刊(昆明)》",1945,"昆明",1
"沈若谷","《民主(重庆)》",1945,"重庆",1
"沈钧儒","《再生》",1945,"重庆",1
"沙溪","《国讯》",1945,"上海",1
"洛明","《民主(重庆)》",1945,"重庆",1
"洪谦","《民主周刊(昆明)》",1945,"昆明",1
"济之","《民主(上海)》",1945,"上海",1
"浩川","《周报(上海1945)》",1945,"上海",1
"海魂","《民主周刊(昆明)》",1945,"昆明",1
"涵先","《民主(重庆)》",1945,"重庆",1
"深公","《中华论坛》",1945,"重庆",1
"清涟","《民主(上海)》",1945,"上海",1
"渠之","《民主(上海)》",1945,"上海",1
"游牧","《民主周刊(昆明)》",1945,"昆明",1
"湘渔","《民主(上海)》",1945,"上海",1
"潘光旦","《民主(重庆)》",1945,"重庆",1
"潘光旦","《民主周刊(昆明)》",1945,"昆明",1
"潘大逵","《民主周刊(昆明)》",1945,"昆明",1
"潘安业","《周报(上海1945)》",1945,"上海",1
"潘梓年","《再生》",1945,"重庆",1
"潘焕昆","《国讯》",1945,"上海",1
"潘立桐","《周报(上海1945)》",1945,"上海",1
"灕流","《民主(重庆)》",1945,"重庆",1
"炎火","《民主(上海)》",1945,"上海",1
"焦敏之","《再生》",1945,"重庆",1
"爱思金","《国讯》",1945,"上海",1
"独郑步","《民主周刊(昆明)》",1945,"昆明",1
"王__","《再生》",1945,"重庆",1
"王伯祥","《民主(上海)》",1945,"上海",1
"王善淳","《国讯》",1945,"上海",1
"王子敬","《再生》",1945,"重庆",1
"王琦","《周报(上海1945)》",1945,"上海",1
"王碎若","《周报(上海1945)》",1945,"上海",1
"王绍鏊","《周报(上海1945)》",1945,"上海",1
"王若飞","《周报(上海1945)》",1945,"上海",1
"王赣愚","《民主周刊(昆明)》",1945,"昆明",1
"王铁猴","《民主(上海)》",1945,"上海",1
"王雨桐","《周报(上海1945)》",1945,"上海",1
"甘敏","《民主周刊(昆明)》",1945,"昆明",1
"田禾","《民主周刊(昆明)》",1945,"昆明",1
"申迟","《国讯》",1945,"上海",1
"白英","《民主周刊(昆明)》",1945,"昆明",1
"直心","《民主(上海)》",1945,"上海",1
