"source","target","year","place","weight"
"张大任(1945)","《周报(上海1945)》",1945,"上海",3
"愚公(1945)","《民主(重庆)》",1945,"重庆",3
"戚礼朴(1945)","《时代杂志》",1945,"上海",3
"晓歌(1945)","《周报(上海1945)》",1945,"上海",3
"李兆安(1945)","《民主(上海)》",1945,"上海",3
"杨槐(1945)","《中央周刊》",1945,"重庆",3
"查斯拉夫斯基(1945)","《时代杂志》",1945,"上海",3
"柯马洛夫(1945)","《时代杂志》",1945,"上海",3
"柳亚子(1945)","《周报(上海1945)》",1945,"上海",3
"柳亚子(1945)","《民主(重庆)》",1945,"重庆",3
"楚图南(1945)","《民主周刊(昆明)》",1945,"昆明",3
"毅生(1945)","《再生》",1945,"重庆",3
"求思(1945)","《民主(上海)》",1945,"上海",3
"沈志远(1945)","《民主周刊(昆明)》",1945,"昆明",3
"洪深(1945)","《文萃》",1945,"上海",3
"源天(1945)","《文萃》",1945,"上海",3
"潮声(1945)","《国讯》",1945,"上海",3
"爱伦堡(1945)","《时代杂志》",1945,"上海",3
"王少燕(1945)","《民主(重庆)》",1945,"重庆",3
"祝世康(1945)","《中华论坛》",1945,"重庆",3
"秋斯(1945)","《民主(上海)》",1945,"上海",3
"粟显运(1945)","《中央周刊》",1945,"重庆",3
"绀弩(1945)","《文萃》",1945,"上海",3
"罗加正(1945)","《再生》",1945,"重庆",3
"罗曼(1945)","《时代杂志》",1945,"上海",3
"罗涵先(1945)","《民主(重庆)》",1945,"重庆",3
"肥遯(1945)","《民主(重庆)》",1945,"重庆",3
"胡毅(1945)","《民主周刊(昆明)》",1945,"昆明",3
"若愚(1945)","《民主(重庆)》",1945,"重庆",3
"范华农(1945)","《民主(重庆)》",1945,"重庆",3
"荒烟(1945)","《文萃》",1945,"上海",3
"莫斯(1945)","《时代杂志》",1945,"上海",3
"葛洛斯曼(1945)","《时代杂志》",1945,"上海",3
"西蒙诺夫(1945)","《时代杂志》",1945,"上海",3
"迈之(1945)","《民主周刊(昆明)》",1945,"昆明",3
"邓初民(1945)","《民主(重庆)》",1945,"重庆",3
"邓初民(1945)","《民主周刊(昆明)》",1945,"昆明",3
"郭沫若(1945)","《文萃》",1945,"上海",3
"郭绍虞(1945)","《民主(上海)》",1945,"上海",3
"问梁(1945)","《国讯》",1945,"上海",3
"陶行知(1945)","《周报(上海1945)》",1945,"上海",3
"陶行知(1945)","《文萃》",1945,"上海",3
"静远(1945)","《周报(上海1945)》",1945,"上海",3
"顾均正(1945)","《周报(上海1945)》",1945,"上海",3
"马丁(1945)","《周报(上海1945)》",1945,"上海",3
"高克奇(1945)","《民主(重庆)》",1945,"重庆",3
"黄巨兴(1945)","《民主周刊(昆明)》",1945,"昆明",3
"黄洛(1945)","《中央周刊》",1945,"重庆",3
"黄茅(1945)","《文萃》",1945,"上海",3
"黄裳(1945)","《周报(上海1945)》",1945,"上海",3
"一民(1945)","《周报(上海1945)》",1945,"上海",2
"上官青(1945)","《中央周刊》",1945,"重庆",2
"严景曜(1945)","《民主(上海)》",1945,"上海",2
"于彦胜(1945)","《中央周刊》",1945,"重庆",2
"亚槐(1945)","《民主(上海)》",1945,"上海",2
"伊巴鲁里(1945)","《时代杂志》",1945,"上海",2
"元璧(1945)","《中央周刊》",1945,"重庆",2
"光年(1945)","《民主周刊(昆明)》",1945,"昆明",2
"克年席夫(1945)","《中央周刊》",1945,"重庆",2
"其良(1945)","《民主周刊(昆明)》",1945,"昆明",2
"农慕之(1945)","《民主周刊(昆明)》",1945,"昆明",2
"冬予里(1945)","《民主周刊(昆明)》",1945,"昆明",2
"冯玉祥(1945)","《周报(上海1945)》",1945,"上海",2
"凤子(1945)","《周报(上海1945)》",1945,"上海",2
"刘逸(1945)","《再生》",1945,"重庆",2
"刘铁华(1945)","《周报(上海1945)》",1945,"上海",2
"刘铁华(1945)","《民主(上海)》",1945,"上海",2
"力扬(1945)","《周报(上海1945)》",1945,"上海",2
"千里(1945)","《国讯》",1945,"上海",2
"华心(1945)","《民主周刊(昆明)》",1945,"昆明",2
"华阳(1945)","《民主周刊(昆明)》",1945,"昆明",2
"卢蕻(1945)","《民主周刊(昆明)》",1945,"昆明",2
"史米尔诺夫(1945)","《时代杂志》",1945,"上海",2
"史迁宾(1945)","《时代杂志》",1945,"上海",2
"叶圣陶(1945)","《周报(上海1945)》",1945,"上海",2
"吴斐丹(1945)","《国讯》",1945,"上海",2
"吴清友(1945)","《国讯》",1945,"上海",2
"吴约翰(1945)","《中央周刊》",1945,"重庆",2
"吴铁城(1945)","《中央周刊》",1945,"重庆",2
"周予同(1945)","《周报(上海1945)》",1945,"上海",2
"周伯棣(1945)","《国讯》",1945,"上海",2
"周敦礼(1945)","《中央周刊》",1945,"重庆",2
"周谷城(1945)","《中华论坛》",1945,"重庆",2
"嘉喜善(1945)","《时代杂志》",1945,"上海",2
"夏衍(1945)","《周报(上海1945)》",1945,"上海",2
"外卢(1945)","《中华论坛》",1945,"重庆",2
"夷初(1945)","《周报(上海1945)》",1945,"上海",2
"奥勃拉齐卓夫(1945)","《时代杂志》",1945,"上海",2
"奴齐(1945)","《民主(上海)》",1945,"上海",2
"娄立齐(1945)","《民主(上海)》",1945,"上海",2
"子叶(1945)","《时代杂志》",1945,"上海",2
"子敬(1945)","《再生》",1945,"重庆",2
"孙科(1945)","《中央周刊》",1945,"重庆",2
"孙科(1945)","《时代杂志》",1945,"上海",2
"孟南(1945)","《文萃》",1945,"上海",2
"孟心坚(1945)","《民主周刊(昆明)》",1945,"昆明",2
"宁墨公(1945)","《中央周刊》",1945,"重庆",2
"宋孟桃(1945)","《中央周刊》",1945,"重庆",2
"宾符(1945)","《民主(上海)》",1945,"上海",2
"尚丁(1945)","《国讯》",1945,"上海",2
"居正(1945)","《中央周刊》",1945,"重庆",2
"屠西(1945)","《民主(重庆)》",1945,"重庆",2
"巴金(1945)","《周报(上海1945)》",1945,"上海",2
"张一凡(1945)","《周报(上海1945)》",1945,"上海",2
"张勉(1945)","《中央周刊》",1945,"重庆",2
"张子毅(1945)","《民主周刊(昆明)》",1945,"昆明",2
"张澜(1945)","《周报(上海1945)》",1945,"上海",2
"张申府(1945)","《文萃》",1945,"上海",2
"张申府(1945)","《民主(重庆)》",1945,"重庆",2
"张若达(1945)","《周报(上海1945)》",1945,"上海",2
"徐植(1945)","《民主周刊(昆明)》",1945,"昆明",2
"拾风(1945)","《周报(上海1945)》",1945,"上海",2
"施坦因(1945)","《时代杂志》",1945,"上海",2
"曹刚(1945)","《民主周刊(昆明)》",1945,"昆明",2
"曹萝阳(1945)","《民主周刊(昆明)》",1945,"昆明",2
"李公樸(1945)","《文萃》",1945,"上海",2
"李公樸(1945)","《民主(重庆)》",1945,"重庆",2
"李凌飞(1945)","《国讯》",1945,"上海",2
"李及(1945)","《民主(重庆)》",1945,"重庆",2
"李战林(1945)","《再生》",1945,"重庆",2
"李玄伯(1945)","《民主(上海)》",1945,"上海",2
"李鼎芳(1945)","《中央周刊》",1945,"重庆",2
"杨保民(1945)","《中央周刊》",1945,"重庆",2
"杨先义(1945)","《中央周刊》",1945,"重庆",2
"杨刚(1945)","《周报(上海1945)》",1945,"上海",2
"林植(1945)","《中央周刊》",1945,"重庆",2
"柏寒(1945)","《民主周刊(昆明)》",1945,"昆明",2
"柳诒(1945)","《再生》",1945,"重庆",2
"梁漱溟(1945)","《民主(重庆)》",1945,"重庆",2
"毕尔伏玛依斯基(1945)","《时代杂志》",1945,"上海",2
"沈志远(1945)","《民主(重庆)》",1945,"重庆",2
"沈涛(1945)","《周报(上海1945)》",1945,"上海",2
"沙柯(1945)","《文萃》",1945,"上海",2
"沙清泉(1945)","《文萃》",1945,"上海",2
"波克希雪夫斯基(1945)","《时代杂志》",1945,"上海",2
"波列伏伊(1945)","《时代杂志》",1945,"上海",2
"洛扬(1945)","《民主周刊(昆明)》",1945,"昆明",2
"熊佛西(1945)","《文萃》",1945,"上海",2
"燕士(1945)","《民主(重庆)》",1945,"重庆",2
"王以中(1945)","《民主(上海)》",1945,"上海",2
"王伯祥(1945)","《周报(上海1945)》",1945,"上海",2
"王沿津(1945)","《国讯》",1945,"上海",2
"王良嘉(1945)","《中央周刊》",1945,"重庆",2
"王铁华(1945)","《周报(上海1945)》",1945,"上海",2
"田汉(1945)","《文萃》",1945,"上海",2
"秦牧(1945)","《文萃》",1945,"上海",2
"章伯钧(1945)","《文萃》",1945,"上海",2
"章伯钧(1945)","《民主(重庆)》",1945,"重庆",2
"端木泉(1945)","《民主(上海)》",1945,"上海",2
"米尔尼柯夫(1945)","《时代杂志》",1945,"上海",2
"维希聂夫斯基(1945)","《时代杂志》",1945,"上海",2
"罗隆基(1945)","《民主(重庆)》",1945,"重庆",2
"胡剑(1945)","《民主周刊(昆明)》",1945,"昆明",2
"胡秋原(1945)","《中央周刊》",1945,"重庆",2
"臧克家(1945)","《文萃》",1945,"上海",2
"艾秋飙(1945)","《民主周刊(昆明)》",1945,"昆明",2
"苏尔(1945)","《时代杂志》",1945,"上海",2
"苏尔齐伯格(1945)","《再生》",1945,"重庆",2
"范蕙(1945)","《周报(上海1945)》",1945,"上海",2
"萧明(1945)","《民主(重庆)》",1945,"重庆",2
"葛罗宾(1945)","《时代杂志》",1945,"上海",2
"葭水(1945)","《周报(上海1945)》",1945,"上海",2
"袁水拍(1945)","《文萃》",1945,"上海",2
"袁西华(1945)","《民主周刊(昆明)》",1945,"昆明",2
"裘维瑛(1945)","《中央周刊》",1945,"重庆",2
"许傑(1945)","《民主(上海)》",1945,"上海",2
"许杰(1945)","《周报(上海1945)》",1945,"上海",2
"费稳(1945)","《再生》",1945,"重庆",2
"贺依(1945)","《民主(上海)》",1945,"上海",2
"赵兰坪(1945)","《中央周刊》",1945,"重庆",2
"赵得之(1945)","《中央周刊》",1945,"重庆",2
"赵铭(1945)","《中央周刊》",1945,"重庆",2
"达伊金(1945)","《时代杂志》",1945,"上海",2
"邓初民(1945)","《中华论坛》",1945,"重庆",2
"邓初民(1945)","《再生》",1945,"重庆",2
"邵力子(1945)","《时代杂志》",1945,"上海",2
"郑森禹(1945)","《民主(上海)》",1945,"上海",2
"郭沫若(1945)","《中华论坛》",1945,"重庆",2
"郭沫若(1945)","《周报(上海1945)》",1945,"上海",2
"郭生(1945)","《时代杂志》",1945,"上海",2
"金枫(1945)","《周报(上海1945)》",1945,"上海",2
"钱端升(1945)","《文萃》",1945,"上海",2
"铁霍诺夫(1945)","《时代杂志》",1945,"上海",2
"镜民(1945)","《国讯》",1945,"上海",2
"阿特拉斯(1945)","《时代杂志》",1945,"上海",2
"陆复初(1945)","《中央周刊》",1945,"重庆",2
"陆钦墀(1945)","《民主周刊(昆明)》",1945,"昆明",2
"陈康成(1945)","《民主周刊(昆明)》",1945,"昆明",2
"陈志中(1945)","《民主(重庆)》",1945,"重庆",2
"陈曦(1945)","《国讯》",1945,"上海",2
"陈锺浩(1945)","《中央周刊》",1945,"重庆",2
"陈鼎龢(1945)","《再生》",1945,"重庆",2
"项黎(1945)","《民主(重庆)》",1945,"重庆",2
"马哲民(1945)","《民主(重庆)》",1945,"重庆",2
"马超俊(1945)","《中央周刊》",1945,"重庆",2
"骆闻(1945)","《民主(重庆)》",1945,"重庆",2
"高尔金(1945)","《时代杂志》",1945,"上海",2
"高扬(1945)","《民主周刊(昆明)》",1945,"昆明",2
"魏矢(1945)","《再生》",1945,"重庆",2
"鲁小詹(1945)","《民主周刊(昆明)》",1945,"昆明",2
"鲍乐蒂(1945)","《周报(上海1945)》",1945,"上海",2
"黄炎培(1945)","《再生》",1945,"重庆",2
"黄炎培(1945)","《周报(上海1945)》",1945,"上海",2
"黄炎培(1945)","《文萃》",1945,"上海",2
"黄药眠(1945)","《民主周刊(昆明)》",1945,"昆明",2
"黎舫(1945)","《周报(上海1945)》",1945,"上海",2
"B._Ifor_Evans(1945)","《中央周刊》",1945,"重庆",1
"Bercovici，K.(1945)","《民主周刊(昆明)》",1945,"昆明",1
"Clark，B.(1945)","《周报(上海1945)》",1945,"上海",1
"E.C.(1945)","《时代杂志》",1945,"上海",1
"F._Geyrasi(1945)","《中华论坛》",1945,"重庆",1
"Francis_Sill_wickwrne(1945)","《中央周刊》",1945,"重庆",1
"Hogg，P.(1945)","《民主周刊(昆明)》",1945,"昆明",1
"Kenneth_de_Coorcy(1945)","《中央周刊》",1945,"重庆",1
"Lebedev-kumach，V.(1945)","《时代杂志》",1945,"上海",1
"Maurice_Hinbu(1945)","《中央周刊》",1945,"重庆",1
"Mewhinnie(1945)","《中央周刊》",1945,"重庆",1
"Milner，I.(1945)","《再生》",1945,"重庆",1
"Mokrousov，B.(1945)","《时代杂志》",1945,"上海",1
"Phillis_Bentley(1945)","《中央周刊》",1945,"重庆",1
"Richard_D._Moalar(1945)","《中央周刊》",1945,"重庆",1
"Stantey_Barnes(1945)","《中央周刊》",1945,"重庆",1
"__塞鲁(1945)","《中央周刊》",1945,"重庆",1
"一学生(1945)","《民主(上海)》",1945,"上海",1
"一生(1945)","《民主(上海)》",1945,"上海",1
"一记者(1945)","《文萃》",1945,"上海",1
"丁一(1945)","《国讯》",1945,"上海",1
"丁易(1945)","《民主周刊(昆明)》",1945,"昆明",1
"丁波(1945)","《文萃》",1945,"上海",1
"丁玲(1945)","《周报(上海1945)》",1945,"上海",1
"丁西林(1945)","《周报(上海1945)》",1945,"上海",1
"万影(1945)","《国讯》",1945,"上海",1
"万昭__(1945)","《中央周刊》",1945,"重庆",1
"万歌(1945)","《文萃》",1945,"上海",1
"万英(1945)","《民主周刊(昆明)》",1945,"昆明",1
"不耳(1945)","《周报(上海1945)》",1945,"上海",1
"丘八大(1945)","《周报(上海1945)》",1945,"上海",1
"东方晦之(1945)","《周报(上海1945)》",1945,"上海",1
"东方晦之(1945)","《民主(上海)》",1945,"上海",1
"严亚明(1945)","《周报(上海1945)》",1945,"上海",1
"严信民(1945)","《中华论坛》",1945,"重庆",1
"严克(1945)","《周报(上海1945)》",1945,"上海",1
"严奇(1945)","《周报(上海1945)》",1945,"上海",1
"严景矅(1945)","《民主(上海)》",1945,"上海",1
"严问天(1945)","《国讯》",1945,"上海",1
"丹尼尔(1945)","《国讯》",1945,"上海",1
"乔治六世(1945)","《时代杂志》",1945,"上海",1
"乔治高(1945)","《中央周刊》",1945,"重庆",1
"于右任(1945)","《时代杂志》",1945,"上海",1
"于斌(1945)","《中央周刊》",1945,"重庆",1
"于殷(1945)","《文萃》",1945,"上海",1
"于蒪(1945)","《民主(重庆)》",1945,"重庆",1
"云中(1945)","《中央周刊》",1945,"重庆",1
"云彬(1945)","《文萃》",1945,"上海",1
"仁荪(1945)","《文萃》",1945,"上海",1
"以君(1945)","《民主(上海)》",1945,"上海",1
"任华(1945)","《民主(上海)》",1945,"上海",1
"任四维(1945)","《周报(上海1945)》",1945,"上海",1
"伊凡诺夫(1945)","《时代杂志》",1945,"上海",1
"伊利奥特(1945)","《国讯》",1945,"上海",1
"伊古斯(1945)","《时代杂志》",1945,"上海",1
"伊戈斯(1945)","《文萃》",1945,"上海",1
"伍同伐(1945)","《再生》",1945,"重庆",1
"伍启元(1945)","《文萃》",1945,"上海",1
"伍启元(1945)","《民主周刊(昆明)》",1945,"昆明",1
"伏冷斯基(1945)","《时代杂志》",1945,"上海",1
"伏斯克列兴斯基(1945)","《时代杂志》",1945,"上海",1
"伏斯克列辛斯基(1945)","《时代杂志》",1945,"上海",1
"伯伟(1945)","《再生》",1945,"重庆",1
"伯华(1945)","《民主周刊(昆明)》",1945,"昆明",1
"伯韩(1945)","《民主周刊(昆明)》",1945,"昆明",1
"但维斯(1945)","《国讯》",1945,"上海",1
"何其芳(1945)","《周报(上海1945)》",1945,"上海",1
"何其芳(1945)","《文萃》",1945,"上海",1
"何应钦(1945)","《时代杂志》",1945,"上海",1
"何惧(1945)","《民主(重庆)》",1945,"重庆",1
"何成濬(1945)","《中央周刊》",1945,"重庆",1
"何方(1945)","《民主(重庆)》",1945,"重庆",1
"何满子(1945)","《文萃》",1945,"上海",1
"何达(1945)","《民主周刊(昆明)》",1945,"昆明",1
"余伯约(1945)","《民主(上海)》",1945,"上海",1
"余剡溪(1945)","《周报(上海1945)》",1945,"上海",1
"余剡溪(1945)","《民主(重庆)》",1945,"重庆",1
"余所亚(1945)","《文萃》",1945,"上海",1
"余林(1945)","《文萃》",1945,"上海",1
"侯外卢(1945)","《中华论坛》",1945,"重庆",1
"侯外庐(1945)","《国讯》",1945,"上海",1
"侯外庐(1945)","《民主(重庆)》",1945,"重庆",1
"俊生(1945)","《再生》",1945,"重庆",1
"保波雪夫斯基(1945)","《时代杂志》",1945,"上海",1
"俞焕文(1945)","《国讯》",1945,"上海",1
"俞颂华(1945)","《再生》",1945,"重庆",1
"俞颂华(1945)","《周报(上海1945)》",1945,"上海",1
"傅彬然(1945)","《国讯》",1945,"上海",1
"傅雷(1945)","《周报(上海1945)》",1945,"上海",1
"光军(1945)","《国讯》",1945,"上海",1
"光涛(1945)","《再生》",1945,"重庆",1
"克士(1945)","《周报(上海1945)》",1945,"上海",1
"克拉伊诺夫(1945)","《时代杂志》",1945,"上海",1
"全杨(1945)","《民主周刊(昆明)》",1945,"昆明",1
"公健(1945)","《再生》",1945,"重庆",1
"公孙未央(1945)","《民主周刊(昆明)》",1945,"昆明",1
"再生侯北人(1945)","《周报(上海1945)》",1945,"上海",1
"农慕之(1945)","《文萃》",1945,"上海",1
"冯乃超(1945)","《民主(重庆)》",1945,"重庆",1
"冯克(1945)","《周报(上海1945)》",1945,"上海",1
"冯克(1945)","《民主(重庆)》",1945,"重庆",1
"冯克(1945)","《民主周刊(昆明)》",1945,"昆明",1
"冯少山(1945)","《周报(上海1945)》",1945,"上海",1
"冯玉祥(1945)","《中央周刊》",1945,"重庆",1
"冯玉祥(1945)","《民主(重庆)》",1945,"重庆",1
"冯虚(1945)","《文萃》",1945,"上海",1
"冶人(1945)","《民主(重庆)》",1945,"重庆",1
"冷红(1945)","《民主(上海)》",1945,"上海",1
"冷遹(1945)","《国讯》",1945,"上海",1
"冷风(1945)","《国讯》",1945,"上海",1
"凌端仁(1945)","《文萃》",1945,"上海",1
"刘增华(1945)","《中央周刊》",1945,"重庆",1
"刘宝希(1945)","《中央周刊》",1945,"重庆",1
"刘尊棋(1945)","《国讯》",1945,"上海",1
"刘清扬(1945)","《再生》",1945,"重庆",1
"刘瑞林(1945)","《中华论坛》",1945,"重庆",1
"刘赤柯夫(1945)","《时代杂志》",1945,"上海",1
"刘迺诚(1945)","《中央周刊》",1945,"重庆",1
"别斯巴洛夫(1945)","《时代杂志》",1945,"上海",1
"别赫尔(1945)","《时代杂志》",1945,"上海",1
"力丁(1945)","《文萃》",1945,"上海",1
"力扬(1945)","《民主(重庆)》",1945,"重庆",1
"加也夫(1945)","《时代杂志》",1945,"上海",1
"加聂夫(1945)","《时代杂志》",1945,"上海",1
"励吾(1945)","《文萃》",1945,"上海",1
"劳莹(1945)","《周报(上海1945)》",1945,"上海",1
"北人(1945)","《周报(上海1945)》",1945,"上海",1
