"source","target","year","place","weight"
"丰子恺","《周报(上海1945)》",1945,"上海",16
"张文伯","《中央周刊》",1945,"重庆",16
"陶行知","《民主(重庆)》",1945,"重庆",14
"梁公任","《国讯》",1945,"上海",13
"许广平","《民主(上海)》",1945,"上海",13
"蒲岗","《民主(上海)》",1945,"上海",11
"守巧夫","《时代杂志》",1945,"上海",9
"尊闻","《民主(上海)》",1945,"上海",9
"秦柳方","《国讯》",1945,"上海",9
"米谷","《时代杂志》",1945,"上海",9
"郑振铎","《民主(上海)》",1945,"上海",9
"郭沫若","《时代杂志》",1945,"上海",9
"钱穆","《中央周刊》",1945,"重庆",9
"史大林","《时代杂志》",1945,"上海",8
"周建人","《民主(上海)》",1945,"上海",8
"平心","《周报(上海1945)》",1945,"上海",8
"施维卓夫","《时代杂志》",1945,"上海",8
"王新命","《中央周刊》",1945,"重庆",8
"董秋斯","《民主(上海)》",1945,"上海",8
"右民","《中央周刊》",1945,"重庆",7
"建人","《中央周刊》",1945,"重庆",7
"引流","《国讯》",1945,"上海",7
"石啸冲","《再生》",1945,"重庆",7
"伊戈斯","《时代杂志》",1945,"上海",6
"孟南","《民主周刊(昆明)》",1945,"昆明",6
"杨明","《民主(上海)》",1945,"上海",6
"胡春冰","《中央周刊》",1945,"重庆",6
"蒋炳贤","《中央周刊》",1945,"重庆",6
"费孝通","《民主周刊(昆明)》",1945,"昆明",6
"邓初民","《文萃》",1945,"上海",6
"钱纳水","《中央周刊》",1945,"重庆",6
"马叙伦","《周报(上海1945)》",1945,"上海",6
"马叙伦","《民主(上海)》",1945,"上海",6
"Pen","《时代杂志》",1945,"上海",5
"加里宁","《时代杂志》",1945,"上海",5
"叶青","《中央周刊》",1945,"重庆",5
"吴晗","《民主周刊(昆明)》",1945,"昆明",5
"周建人","《周报(上海1945)》",1945,"上海",5
"小鱼","《国讯》",1945,"上海",5
"思慕","《民主周刊(昆明)》",1945,"昆明",5
"曹聚仁","《周报(上海1945)》",1945,"上海",5
"杨卫玉","《国讯》",1945,"上海",5
"柳宗元","《周报(上海1945)》",1945,"上海",5
"珂田","《周报(上海1945)》",1945,"上海",5
"翦伯赞","《中华论坛》",1945,"重庆",5
"胡曲园","《周报(上海1945)》",1945,"上海",5
"蒋君章","《中央周刊》",1945,"重庆",5
"许师愼","《中央周刊》",1945,"重庆",5
"许广平","《周报(上海1945)》",1945,"上海",5
"郑学稼","《中央周刊》",1945,"重庆",5
"郭寿生","《中央周刊》",1945,"重庆",5
"陶伯","《文萃》",1945,"上海",5
"黄义本","《中央周刊》",1945,"重庆",5
"齐纬","《国讯》",1945,"上海",5
"龚德柏","《中央周刊》",1945,"重庆",5
"严延","《中华论坛》",1945,"重庆",4
"伯侨","《中央周刊》",1945,"重庆",4
"光未然","《民主周刊(昆明)》",1945,"昆明",4
"克士","《民主(上海)》",1945,"上海",4
"君山","《民主周刊(昆明)》",1945,"昆明",4
"张一凡","《民主(上海)》",1945,"上海",4
"张礼千","《国讯》",1945,"上海",4
"戈尔巴朵夫","《时代杂志》",1945,"上海",4
"曾资生","《中央周刊》",1945,"重庆",4
"李翼民","《中央周刊》",1945,"重庆",4
"澹庐","《国讯》",1945,"上海",4
"王立果","《民主周刊(昆明)》",1945,"昆明",4
"百辞","《民主(重庆)》",1945,"重庆",4
"章伯钧","《中华论坛》",1945,"重庆",4
"端木蕻良","《文萃》",1945,"上海",4
"米哈伊洛夫","《时代杂志》",1945,"上海",4
"索非","《周报(上海1945)》",1945,"上海",4
"罗稷南","《民主(上海)》",1945,"上海",4
"罗西","《民主周刊(昆明)》",1945,"昆明",4
"翁逸之","《周报(上海1945)》",1945,"上海",4
"胡钊","《民主周刊(昆明)》",1945,"昆明",4
"茅盾","《文萃》",1945,"上海",4
"茅盾","《民主(重庆)》",1945,"重庆",4
"萧萧","《文萃》",1945,"上海",4
"许若明","《周报(上海1945)》",1945,"上海",4
"邵翰齐","《周报(上海1945)》",1945,"上海",4
"陈正飞","《中华论坛》",1945,"重庆",4
"陶大镛","《国讯》",1945,"上海",4
"高尔基","《时代杂志》",1945,"上海",4
"丁聪","《周报(上海1945)》",1945,"上海",3
"丘斌存","《中央周刊》",1945,"重庆",3
"严景耀","《民主(上海)》",1945,"上海",3
"乔木","《文萃》",1945,"上海",3
"于友","《文萃》",1945,"上海",3
"勃拉尼克","《时代杂志》",1945,"上海",3
"叶靑","《中央周刊》",1945,"重庆",3
"周新民","《民主周刊(昆明)》",1945,"昆明",3
"唐言","《中华论坛》",1945,"重庆",3
"子冈","《民主周刊(昆明)》",1945,"昆明",3
"守仁","《中央周刊》",1945,"重庆",3
"巴斯金","《时代杂志》",1945,"上海",3
"师陀","《周报(上海1945)》",1945,"上海",3
"库尔干诺夫","《时代杂志》",1945,"上海",3
"张大任","《周报(上海1945)》",1945,"上海",3
"愚公","《民主(重庆)》",1945,"重庆",3
"戚礼朴","《时代杂志》",1945,"上海",3
"晓歌","《周报(上海1945)》",1945,"上海",3
"李兆安","《民主(上海)》",1945,"上海",3
"杨槐","《中央周刊》",1945,"重庆",3
"查斯拉夫斯基","《时代杂志》",1945,"上海",3
"柯马洛夫","《时代杂志》",1945,"上海",3
"柳亚子","《周报(上海1945)》",1945,"上海",3
"柳亚子","《民主(重庆)》",1945,"重庆",3
"楚图南","《民主周刊(昆明)》",1945,"昆明",3
"毅生","《再生》",1945,"重庆",3
"求思","《民主(上海)》",1945,"上海",3
"沈志远","《民主周刊(昆明)》",1945,"昆明",3
"洪深","《文萃》",1945,"上海",3
"源天","《文萃》",1945,"上海",3
"潮声","《国讯》",1945,"上海",3
"爱伦堡","《时代杂志》",1945,"上海",3
"王少燕","《民主(重庆)》",1945,"重庆",3
"祝世康","《中华论坛》",1945,"重庆",3
"秋斯","《民主(上海)》",1945,"上海",3
"粟显运","《中央周刊》",1945,"重庆",3
"绀弩","《文萃》",1945,"上海",3
"罗加正","《再生》",1945,"重庆",3
"罗曼","《时代杂志》",1945,"上海",3
"罗涵先","《民主(重庆)》",1945,"重庆",3
"肥遯","《民主(重庆)》",1945,"重庆",3
"胡毅","《民主周刊(昆明)》",1945,"昆明",3
"若愚","《民主(重庆)》",1945,"重庆",3
"范华农","《民主(重庆)》",1945,"重庆",3
"荒烟","《文萃》",1945,"上海",3
"莫斯","《时代杂志》",1945,"上海",3
"葛洛斯曼","《时代杂志》",1945,"上海",3
"西蒙诺夫","《时代杂志》",1945,"上海",3
"迈之","《民主周刊(昆明)》",1945,"昆明",3
"邓初民","《民主(重庆)》",1945,"重庆",3
"邓初民","《民主周刊(昆明)》",1945,"昆明",3
"郭沫若","《文萃》",1945,"上海",3
"郭绍虞","《民主(上海)》",1945,"上海",3
"问梁","《国讯》",1945,"上海",3
"陶行知","《周报(上海1945)》",1945,"上海",3
"陶行知","《文萃》",1945,"上海",3
"静远","《周报(上海1945)》",1945,"上海",3
"顾均正","《周报(上海1945)》",1945,"上海",3
"马丁","《周报(上海1945)》",1945,"上海",3
"高克奇","《民主(重庆)》",1945,"重庆",3
"黄巨兴","《民主周刊(昆明)》",1945,"昆明",3
"黄洛","《中央周刊》",1945,"重庆",3
"黄茅","《文萃》",1945,"上海",3
"黄裳","《周报(上海1945)》",1945,"上海",3
"一民","《周报(上海1945)》",1945,"上海",2
"上官青","《中央周刊》",1945,"重庆",2
"严景曜","《民主(上海)》",1945,"上海",2
"于彦胜","《中央周刊》",1945,"重庆",2
"亚槐","《民主(上海)》",1945,"上海",2
"伊巴鲁里","《时代杂志》",1945,"上海",2
"元璧","《中央周刊》",1945,"重庆",2
"光年","《民主周刊(昆明)》",1945,"昆明",2
"克年席夫","《中央周刊》",1945,"重庆",2
"其良","《民主周刊(昆明)》",1945,"昆明",2
"农慕之","《民主周刊(昆明)》",1945,"昆明",2
"冬予里","《民主周刊(昆明)》",1945,"昆明",2
"冯玉祥","《周报(上海1945)》",1945,"上海",2
"凤子","《周报(上海1945)》",1945,"上海",2
"刘逸","《再生》",1945,"重庆",2
"刘铁华","《周报(上海1945)》",1945,"上海",2
"刘铁华","《民主(上海)》",1945,"上海",2
"力扬","《周报(上海1945)》",1945,"上海",2
"千里","《国讯》",1945,"上海",2
"华心","《民主周刊(昆明)》",1945,"昆明",2
"华阳","《民主周刊(昆明)》",1945,"昆明",2
"卢蕻","《民主周刊(昆明)》",1945,"昆明",2
"史米尔诺夫","《时代杂志》",1945,"上海",2
"史迁宾","《时代杂志》",1945,"上海",2
"叶圣陶","《周报(上海1945)》",1945,"上海",2
"吴斐丹","《国讯》",1945,"上海",2
"吴清友","《国讯》",1945,"上海",2
"吴约翰","《中央周刊》",1945,"重庆",2
"吴铁城","《中央周刊》",1945,"重庆",2
"周予同","《周报(上海1945)》",1945,"上海",2
"周伯棣","《国讯》",1945,"上海",2
"周敦礼","《中央周刊》",1945,"重庆",2
"周谷城","《中华论坛》",1945,"重庆",2
"嘉喜善","《时代杂志》",1945,"上海",2
"夏衍","《周报(上海1945)》",1945,"上海",2
"外卢","《中华论坛》",1945,"重庆",2
"夷初","《周报(上海1945)》",1945,"上海",2
"奥勃拉齐卓夫","《时代杂志》",1945,"上海",2
"奴齐","《民主(上海)》",1945,"上海",2
"娄立齐","《民主(上海)》",1945,"上海",2
"子叶","《时代杂志》",1945,"上海",2
"子敬","《再生》",1945,"重庆",2
"孙科","《中央周刊》",1945,"重庆",2
"孙科","《时代杂志》",1945,"上海",2
"孟南","《文萃》",1945,"上海",2
"孟心坚","《民主周刊(昆明)》",1945,"昆明",2
"宁墨公","《中央周刊》",1945,"重庆",2
"宋孟桃","《中央周刊》",1945,"重庆",2
"宾符","《民主(上海)》",1945,"上海",2
"尚丁","《国讯》",1945,"上海",2
"居正","《中央周刊》",1945,"重庆",2
"屠西","《民主(重庆)》",1945,"重庆",2
"巴金","《周报(上海1945)》",1945,"上海",2
"张一凡","《周报(上海1945)》",1945,"上海",2
"张勉","《中央周刊》",1945,"重庆",2
"张子毅","《民主周刊(昆明)》",1945,"昆明",2
"张澜","《周报(上海1945)》",1945,"上海",2
"张申府","《文萃》",1945,"上海",2
"张申府","《民主(重庆)》",1945,"重庆",2
"张若达","《周报(上海1945)》",1945,"上海",2
"徐植","《民主周刊(昆明)》",1945,"昆明",2
"拾风","《周报(上海1945)》",1945,"上海",2
"施坦因","《时代杂志》",1945,"上海",2
"曹刚","《民主周刊(昆明)》",1945,"昆明",2
"曹萝阳","《民主周刊(昆明)》",1945,"昆明",2
"李公樸","《文萃》",1945,"上海",2
"李公樸","《民主(重庆)》",1945,"重庆",2
"李凌飞","《国讯》",1945,"上海",2
"李及","《民主(重庆)》",1945,"重庆",2
"李战林","《再生》",1945,"重庆",2
"李玄伯","《民主(上海)》",1945,"上海",2
"李鼎芳","《中央周刊》",1945,"重庆",2
"杨保民","《中央周刊》",1945,"重庆",2
"杨先义","《中央周刊》",1945,"重庆",2
"杨刚","《周报(上海1945)》",1945,"上海",2
"林植","《中央周刊》",1945,"重庆",2
"柏寒","《民主周刊(昆明)》",1945,"昆明",2
"柳诒","《再生》",1945,"重庆",2
"梁漱溟","《民主(重庆)》",1945,"重庆",2
"毕尔伏玛依斯基","《时代杂志》",1945,"上海",2
"沈志远","《民主(重庆)》",1945,"重庆",2
"沈涛","《周报(上海1945)》",1945,"上海",2
"沙柯","《文萃》",1945,"上海",2
"沙清泉","《文萃》",1945,"上海",2
"波克希雪夫斯基","《时代杂志》",1945,"上海",2
"波列伏伊","《时代杂志》",1945,"上海",2
"洛扬","《民主周刊(昆明)》",1945,"昆明",2
"熊佛西","《文萃》",1945,"上海",2
"燕士","《民主(重庆)》",1945,"重庆",2
"王以中","《民主(上海)》",1945,"上海",2
"王伯祥","《周报(上海1945)》",1945,"上海",2
"王沿津","《国讯》",1945,"上海",2
"王良嘉","《中央周刊》",1945,"重庆",2
"王铁华","《周报(上海1945)》",1945,"上海",2
"田汉","《文萃》",1945,"上海",2
"秦牧","《文萃》",1945,"上海",2
"章伯钧","《文萃》",1945,"上海",2
"章伯钧","《民主(重庆)》",1945,"重庆",2
"端木泉","《民主(上海)》",1945,"上海",2
"米尔尼柯夫","《时代杂志》",1945,"上海",2
"维希聂夫斯基","《时代杂志》",1945,"上海",2
"罗隆基","《民主(重庆)》",1945,"重庆",2
"胡剑","《民主周刊(昆明)》",1945,"昆明",2
"胡秋原","《中央周刊》",1945,"重庆",2
"臧克家","《文萃》",1945,"上海",2
"艾秋飙","《民主周刊(昆明)》",1945,"昆明",2
"苏尔","《时代杂志》",1945,"上海",2
"苏尔齐伯格","《再生》",1945,"重庆",2
"范蕙","《周报(上海1945)》",1945,"上海",2
"萧明","《民主(重庆)》",1945,"重庆",2
"葛罗宾","《时代杂志》",1945,"上海",2
"葭水","《周报(上海1945)》",1945,"上海",2
"袁水拍","《文萃》",1945,"上海",2
"袁西华","《民主周刊(昆明)》",1945,"昆明",2
"裘维瑛","《中央周刊》",1945,"重庆",2
"许傑","《民主(上海)》",1945,"上海",2
"许杰","《周报(上海1945)》",1945,"上海",2
"费稳","《再生》",1945,"重庆",2
"贺依","《民主(上海)》",1945,"上海",2
"赵兰坪","《中央周刊》",1945,"重庆",2
"赵得之","《中央周刊》",1945,"重庆",2
"赵铭","《中央周刊》",1945,"重庆",2
"达伊金","《时代杂志》",1945,"上海",2
"邓初民","《中华论坛》",1945,"重庆",2
"邓初民","《再生》",1945,"重庆",2
"邵力子","《时代杂志》",1945,"上海",2
"郑森禹","《民主(上海)》",1945,"上海",2
"郭沫若","《中华论坛》",1945,"重庆",2
"郭沫若","《周报(上海1945)》",1945,"上海",2
"郭生","《时代杂志》",1945,"上海",2
"金枫","《周报(上海1945)》",1945,"上海",2
"钱端升","《文萃》",1945,"上海",2
"铁霍诺夫","《时代杂志》",1945,"上海",2
"镜民","《国讯》",1945,"上海",2
"阿特拉斯","《时代杂志》",1945,"上海",2
"陆复初","《中央周刊》",1945,"重庆",2
"陆钦墀","《民主周刊(昆明)》",1945,"昆明",2
"陈康成","《民主周刊(昆明)》",1945,"昆明",2
"陈志中","《民主(重庆)》",1945,"重庆",2
"陈曦","《国讯》",1945,"上海",2
"陈锺浩","《中央周刊》",1945,"重庆",2
"陈鼎龢","《再生》",1945,"重庆",2
"项黎","《民主(重庆)》",1945,"重庆",2
"马哲民","《民主(重庆)》",1945,"重庆",2
"马超俊","《中央周刊》",1945,"重庆",2
"骆闻","《民主(重庆)》",1945,"重庆",2
"高尔金","《时代杂志》",1945,"上海",2
"高扬","《民主周刊(昆明)》",1945,"昆明",2
"魏矢","《再生》",1945,"重庆",2
"鲁小詹","《民主周刊(昆明)》",1945,"昆明",2
"鲍乐蒂","《周报(上海1945)》",1945,"上海",2
"黄炎培","《再生》",1945,"重庆",2
"黄炎培","《周报(上海1945)》",1945,"上海",2
"黄炎培","《文萃》",1945,"上海",2
"黄药眠","《民主周刊(昆明)》",1945,"昆明",2
"黎舫","《周报(上海1945)》",1945,"上海",2
"B._Ifor_Evans","《中央周刊》",1945,"重庆",1
"Bercovici，K.","《民主周刊(昆明)》",1945,"昆明",1
"Clark，B.","《周报(上海1945)》",1945,"上海",1
"E.C.","《时代杂志》",1945,"上海",1
"F._Geyrasi","《中华论坛》",1945,"重庆",1
"Francis_Sill_wickwrne","《中央周刊》",1945,"重庆",1
"Hogg，P.","《民主周刊(昆明)》",1945,"昆明",1
"Kenneth_de_Coorcy","《中央周刊》",1945,"重庆",1
"Lebedev-kumach，V.","《时代杂志》",1945,"上海",1
"Maurice_Hinbu","《中央周刊》",1945,"重庆",1
"Mewhinnie","《中央周刊》",1945,"重庆",1
"Milner，I.","《再生》",1945,"重庆",1
"Mokrousov，B.","《时代杂志》",1945,"上海",1
"Phillis_Bentley","《中央周刊》",1945,"重庆",1
"Richard_D._Moalar","《中央周刊》",1945,"重庆",1
"Stantey_Barnes","《中央周刊》",1945,"重庆",1
"__塞鲁","《中央周刊》",1945,"重庆",1
"一学生","《民主(上海)》",1945,"上海",1
"一生","《民主(上海)》",1945,"上海",1
"一记者","《文萃》",1945,"上海",1
"丁一","《国讯》",1945,"上海",1
"丁易","《民主周刊(昆明)》",1945,"昆明",1
"丁波","《文萃》",1945,"上海",1
"丁玲","《周报(上海1945)》",1945,"上海",1
"丁西林","《周报(上海1945)》",1945,"上海",1
"万影","《国讯》",1945,"上海",1
"万昭__","《中央周刊》",1945,"重庆",1
"万歌","《文萃》",1945,"上海",1
"万英","《民主周刊(昆明)》",1945,"昆明",1
"不耳","《周报(上海1945)》",1945,"上海",1
"丘八大","《周报(上海1945)》",1945,"上海",1
"东方晦之","《周报(上海1945)》",1945,"上海",1
"东方晦之","《民主(上海)》",1945,"上海",1
"严亚明","《周报(上海1945)》",1945,"上海",1
"严信民","《中华论坛》",1945,"重庆",1
"严克","《周报(上海1945)》",1945,"上海",1
"严奇","《周报(上海1945)》",1945,"上海",1
"严景矅","《民主(上海)》",1945,"上海",1
"严问天","《国讯》",1945,"上海",1
"丹尼尔","《国讯》",1945,"上海",1
"乔治六世","《时代杂志》",1945,"上海",1
"乔治高","《中央周刊》",1945,"重庆",1
"于右任","《时代杂志》",1945,"上海",1
"于斌","《中央周刊》",1945,"重庆",1
"于殷","《文萃》",1945,"上海",1
"于蒪","《民主(重庆)》",1945,"重庆",1
"云中","《中央周刊》",1945,"重庆",1
"云彬","《文萃》",1945,"上海",1
"仁荪","《文萃》",1945,"上海",1
"以君","《民主(上海)》",1945,"上海",1
"任华","《民主(上海)》",1945,"上海",1
"任四维","《周报(上海1945)》",1945,"上海",1
"伊凡诺夫","《时代杂志》",1945,"上海",1
"伊利奥特","《国讯》",1945,"上海",1
"伊古斯","《时代杂志》",1945,"上海",1
"伊戈斯","《文萃》",1945,"上海",1
"伍同伐","《再生》",1945,"重庆",1
"伍启元","《文萃》",1945,"上海",1
"伍启元","《民主周刊(昆明)》",1945,"昆明",1
"伏冷斯基","《时代杂志》",1945,"上海",1
"伏斯克列兴斯基","《时代杂志》",1945,"上海",1
"伏斯克列辛斯基","《时代杂志》",1945,"上海",1
"伯伟","《再生》",1945,"重庆",1
"伯华","《民主周刊(昆明)》",1945,"昆明",1
"伯韩","《民主周刊(昆明)》",1945,"昆明",1
"但维斯","《国讯》",1945,"上海",1
"何其芳","《周报(上海1945)》",1945,"上海",1
"何其芳","《文萃》",1945,"上海",1
"何应钦","《时代杂志》",1945,"上海",1
"何惧","《民主(重庆)》",1945,"重庆",1
"何成濬","《中央周刊》",1945,"重庆",1
"何方","《民主(重庆)》",1945,"重庆",1
"何满子","《文萃》",1945,"上海",1
"何达","《民主周刊(昆明)》",1945,"昆明",1
"余伯约","《民主(上海)》",1945,"上海",1
"余剡溪","《周报(上海1945)》",1945,"上海",1
"余剡溪","《民主(重庆)》",1945,"重庆",1
"余所亚","《文萃》",1945,"上海",1
"余林","《文萃》",1945,"上海",1
"侯外卢","《中华论坛》",1945,"重庆",1
"侯外庐","《国讯》",1945,"上海",1
"侯外庐","《民主(重庆)》",1945,"重庆",1
"俊生","《再生》",1945,"重庆",1
"保波雪夫斯基","《时代杂志》",1945,"上海",1
"俞焕文","《国讯》",1945,"上海",1
"俞颂华","《再生》",1945,"重庆",1
"俞颂华","《周报(上海1945)》",1945,"上海",1
"傅彬然","《国讯》",1945,"上海",1
"傅雷","《周报(上海1945)》",1945,"上海",1
"光军","《国讯》",1945,"上海",1
"光涛","《再生》",1945,"重庆",1
"克士","《周报(上海1945)》",1945,"上海",1
"克拉伊诺夫","《时代杂志》",1945,"上海",1
"全杨","《民主周刊(昆明)》",1945,"昆明",1
"公健","《再生》",1945,"重庆",1
"公孙未央","《民主周刊(昆明)》",1945,"昆明",1
"再生侯北人","《周报(上海1945)》",1945,"上海",1
"农慕之","《文萃》",1945,"上海",1
"冯乃超","《民主(重庆)》",1945,"重庆",1
"冯克","《周报(上海1945)》",1945,"上海",1
"冯克","《民主(重庆)》",1945,"重庆",1
"冯克","《民主周刊(昆明)》",1945,"昆明",1
"冯少山","《周报(上海1945)》",1945,"上海",1
"冯玉祥","《中央周刊》",1945,"重庆",1
"冯玉祥","《民主(重庆)》",1945,"重庆",1
"冯虚","《文萃》",1945,"上海",1
"冶人","《民主(重庆)》",1945,"重庆",1
"冷红","《民主(上海)》",1945,"上海",1
"冷遹","《国讯》",1945,"上海",1
"冷风","《国讯》",1945,"上海",1
"凌端仁","《文萃》",1945,"上海",1
"刘增华","《中央周刊》",1945,"重庆",1
"刘宝希","《中央周刊》",1945,"重庆",1
"刘尊棋","《国讯》",1945,"上海",1
"刘清扬","《再生》",1945,"重庆",1
"刘瑞林","《中华论坛》",1945,"重庆",1
"刘赤柯夫","《时代杂志》",1945,"上海",1
"刘迺诚","《中央周刊》",1945,"重庆",1
"别斯巴洛夫","《时代杂志》",1945,"上海",1
"别赫尔","《时代杂志》",1945,"上海",1
"力丁","《文萃》",1945,"上海",1
"力扬","《民主(重庆)》",1945,"重庆",1
"加也夫","《时代杂志》",1945,"上海",1
"加聂夫","《时代杂志》",1945,"上海",1
"励吾","《文萃》",1945,"上海",1
"劳莹","《周报(上海1945)》",1945,"上海",1
"北人","《周报(上海1945)》",1945,"上海",1
"北人","《民主(重庆)》",1945,"重庆",1
"匡扶","《中央周刊》",1945,"重庆",1
"华聚六","《中央周刊》",1945,"重庆",1
"华臣","《周报(上海1945)》",1945,"上海",1
"卡夫达诺夫","《时代杂志》",1945,"上海",1
"卡尔平斯基","《时代杂志》",1945,"上海",1
"卡尔明","《时代杂志》",1945,"上海",1
"卡拉华叶娃","《时代杂志》",1945,"上海",1
"卢剑公","《周报(上海1945)》",1945,"上海",1
"卢铎","《周报(上海1945)》",1945,"上海",1
"友非","《国讯》",1945,"上海",1
"反对内战","《中华论坛》",1945,"重庆",1
"叔伟","《民主周刊(昆明)》",1945,"昆明",1
"叔梁","《民主(上海)》",1945,"上海",1
"古柏","《中央周刊》",1945,"重庆",1
"史国卫","《民主周刊(昆明)》",1945,"昆明",1
"史笃","《民主(上海)》",1945,"上海",1
"史维特洛夫","《时代杂志》",1945,"上海",1
"叶君","《周报(上海1945)》",1945,"上海",1
"叶圣陶","《文萃》",1945,"上海",1
"叶圣陶","《民主(上海)》",1945,"上海",1
"叶圣陶","《民主(重庆)》",1945,"重庆",1
"叶尔马萧夫","《时代杂志》",1945,"上海",1
"叶帆","《文萃》",1945,"上海",1
"叶文雄","《中华论坛》",1945,"重庆",1
"叶文雄","《时代杂志》",1945,"上海",1
"叶理夫","《中央周刊》",1945,"重庆",1
"叶行","《中央周刊》",1945,"重庆",1
"叶鲁萨里姆斯基","《时代杂志》",1945,"上海",1
"司马星","《民主(重庆)》",1945,"重庆",1
"吉人","《民主周刊(昆明)》",1945,"昆明",1
"吕剑","《民主周刊(昆明)》",1945,"昆明",1
"吕德润","《周报(上海1945)》",1945,"上海",1
"吴世昌","《周报(上海1945)》",1945,"上海",1
"吴世昌","《文萃》",1945,"上海",1
"吴大琨","《民主(上海)》",1945,"上海",1
"吴晓","《民主周刊(昆明)》",1945,"昆明",1
"吴清友","《民主(重庆)》",1945,"重庆",1
"吴王琨","《民主(上海)》",1945,"上海",1
"吴磊伯","《中央周刊》",1945,"重庆",1
"吴祖光","《文萃》",1945,"上海",1
"吴祖光","《民主(重庆)》",1945,"重庆",1
"吴纪","《民主周刊(昆明)》",1945,"昆明",1
"吴育英","《中央周刊》",1945,"重庆",1
"吴荣甲","《国讯》",1945,"上海",1
"吴藻溪","《国讯》",1945,"上海",1
"吴铁","《周报(上海1945)》",1945,"上海",1
"周依维","《民主周刊(昆明)》",1945,"昆明",1
"周先庚","《民主周刊(昆明)》",1945,"昆明",1
"周冠羣","《中央周刊》",1945,"重庆",1
"周振甫","《民主(上海)》",1945,"上海",1
"周斧冰","《国讯》",1945,"上海",1
"周波","《中华论坛》",1945,"重庆",1
"周煦良","《民主(上海)》",1945,"上海",1
"周知","《再生》",1945,"重庆",1
"周知","《民主(重庆)》",1945,"重庆",1
"周缉熙","《中央周刊》",1945,"重庆",1
"周钢鸣","《文萃》",1945,"上海",1
"周雍能","《中央周刊》",1945,"重庆",1
"味橄","《中央周刊》",1945,"重庆",1
"唐庆增","《周报(上海1945)》",1945,"上海",1
"唐弢","《周报(上海1945)》",1945,"上海",1
"唐弢","《民主(上海)》",1945,"上海",1
"唐秉文","《周报(上海1945)》",1945,"上海",1
"土匈诺夫","《时代杂志》",1945,"上海",1
"坦宁保姆","《中华论坛》",1945,"重庆",1
"士伐维奇","《时代杂志》",1945,"上海",1
"夏吉洛夫","《时代杂志》",1945,"上海",1
"夏孟辉","《国讯》",1945,"上海",1
"夏康农","《文萃》",1945,"上海",1
"夏炎德","《国讯》",1945,"上海",1
"夏衍","《文萃》",1945,"上海",1
"夏迪蒙","《再生》",1945,"重庆",1
"大愿","《国讯》",1945,"上海",1
"大荒","《再生》",1945,"重庆",1
"天凡","《民主周刊(昆明)》",1945,"昆明",1
"天父","《民主周刊(昆明)》",1945,"昆明",1
"天顽","《民主(上海)》",1945,"上海",1
