"source","target","author","year","place","weight"
"思想","《周报(上海1945)》","胡曲园",1945,"上海",2
"思潮","《中华论坛》","郭沫若",1945,"重庆",2
"恢复","《民主周刊(昆明)》","昭抡",1945,"昆明",2
"成功","《国讯》","华",1945,"上海",2
"成都","《民主(重庆)》","屠西",1945,"重庆",2
"战局","《国讯》","张礼千",1945,"上海",2
"战局","《国讯》","梁公任",1945,"上海",2
"批判","《中华论坛》","郭沫若",1945,"重庆",2
"推进","《民主周刊(昆明)》","孟南",1945,"昆明",2
"提议","《民主(上海)》","徐相任",1945,"上海",2
"提高","《民主周刊(昆明)》","光年",1945,"昆明",2
"改造","《民主周刊(昆明)》","光年",1945,"昆明",2
"政治","《中华论坛》","周谷城",1945,"重庆",2
"政治","《再生》","张君劢",1945,"重庆",2
"政治","《国讯》","严问天",1945,"上海",2
"政治","《民主(重庆)》","张申府",1945,"重庆",2
"政治协商会议","《民主(上海)》","叔梁",1945,"上海",2
"教育","《中华论坛》","施贻",1945,"重庆",2
"教育","《国讯》","黄炎培",1945,"上海",2
"教育","《民主周刊(昆明)》","胡毅",1945,"昆明",2
"文学","《民主周刊(昆明)》","卢蕻",1945,"昆明",2
"文学遗产","《周报(上海1945)》","景宋",1945,"上海",2
"新闻记者","《国讯》","马星野 黄炎培",1945,"上海",2
"方式","《民主周刊(昆明)》","黄巨兴",1945,"昆明",2
"旅途","《周报(上海1945)》","拾风",1945,"上海",2
"无表情","《周报(上海1945)》","左拉",1945,"上海",2
"日寇","《国讯》","澹",1945,"上海",2
"日本","《民主(上海)》","郑森禹",1945,"上海",2
"时事","《国讯》","引流",1945,"上海",2
"昆明","《国讯》","黎平",1945,"上海",2
"昆明","《民主(上海)》","胡剑",1945,"上海",2
"最后","《周报(上海1945)》","郑振铎",1945,"上海",2
"有感","《民主(重庆)》","燕士",1945,"重庆",2
"未来","《周报(上海1945)》","顾均正",1945,"上海",2
"杂志","《民主(上海)》","尊闻",1945,"上海",2
"杂感","《民主(重庆)》","茅盾",1945,"重庆",2
"杂记","《周报(上海1945)》","拾风",1945,"上海",2
"架沙","《民主周刊(昆明)》","卢蕻",1945,"昆明",2
"检讨","《周报(上海1945)》","王伯祥",1945,"上海",2
"欧战","《民主周刊(昆明)》","昭抡",1945,"昆明",2
"欧洲","《民主周刊(昆明)》","思慕",1945,"昆明",2
"欧洲","《民主周刊(昆明)》","昭抡",1945,"昆明",2
"武训","《民主(重庆)》","陶行知",1945,"重庆",2
"殖民地","《民主周刊(昆明)》","农慕之",1945,"昆明",2
"民主","《中华论坛》","周谷城",1945,"重庆",2
"民主","《再生》","李战林",1945,"重庆",2
"民主","《再生》","柳诒",1945,"重庆",2
"民主","《再生》","陈鼎龢",1945,"重庆",2
"民主","《周报(上海1945)》","马丁",1945,"上海",2
"民主","《民主(上海)》","严景耀",1945,"上海",2
"民主","《民主(重庆)》","冯玉祥",1945,"重庆",2
"民主","《民主(重庆)》","灕流",1945,"重庆",2
"民主","《民主(重庆)》","范华农",1945,"重庆",2
"民主","《民主周刊(昆明)》","光未然",1945,"昆明",2
"民主","《民主周刊(昆明)》","慕英",1945,"昆明",2
"民主","《民主周刊(昆明)》","罗隆基",1945,"昆明",2
"民主","《民主周刊(昆明)》","邓初民",1945,"昆明",2
"民主","《民主周刊(昆明)》","郑初民",1945,"昆明",2
"民主","《民主周刊(昆明)》","黄巨兴",1945,"昆明",2
"民生","《周报(上海1945)》","平心",1945,"上海",2
"清末","《民主(重庆)》","肥遯",1945,"重庆",2
"清理","《周报(上海1945)》","张一凡",1945,"上海",2
"湘西","《国讯》","申迟",1945,"上海",2
"物价","《国讯》","俞颂华",1945,"上海",2
"物价","《国讯》","问梁",1945,"上海",2
"物价","《国讯》","齐纬",1945,"上海",2
"特务","《民主周刊(昆明)》","卢蕻",1945,"昆明",2
"独立运动","《民主周刊(昆明)》","徐植",1945,"昆明",2
"生产","《国讯》","华",1945,"上海",2
"生活","《民主周刊(昆明)》","黄巨兴",1945,"昆明",2
"研究","《周报(上海1945)》","景宋",1945,"上海",2
"社会","《周报(上海1945)》","平心",1945,"上海",2
"福斯","《周报(上海1945)》","平心",1945,"上海",2
"第八","《国讯》","俞颂华",1945,"上海",2
"管见","《民主(上海)》","王以中",1945,"上海",2
"经济","《民主周刊(昆明)》","沈志远",1945,"昆明",2
"美国","《国讯》","华",1945,"上海",2
"美国","《国讯》","小鱼",1945,"上海",2
"美国","《民主周刊(昆明)》","潘大逵",1945,"昆明",2
"美国","《民主周刊(昆明)》","王立果",1945,"昆明",2
"职业","《国讯》","黄炎培",1945,"上海",2
"胜利","《国讯》","梁公任",1945,"上海",2
"胜利","《国讯》","陶大镛",1945,"上海",2
"胜利","《民主周刊(昆明)》","昭抡",1945,"昆明",2
"苏联","《再生》","苏尔齐伯格 费稳",1945,"重庆",2
"苏联","《民主(上海)》","柳亚子",1945,"上海",2
"英国","《国讯》","澹",1945,"上海",2
"英国","《国讯》","阿特里",1945,"上海",2
"范先生","《民主(重庆)》","陶行知",1945,"重庆",2
"莫斯科","《民主周刊(昆明)》","高扬",1945,"昆明",2
"萧条","《周报(上海1945)》","平心",1945,"上海",2
"褫下","《民主周刊(昆明)》","卢蕻",1945,"昆明",2
"讲话","《民主(上海)》","严景曜",1945,"上海",2
"诗词","《国讯》","黄炎培",1945,"上海",2
"诚实","《民主周刊(昆明)》","光未然",1945,"昆明",2
"读史","《民主(上海)》","尊闻",1945,"上海",2
"读报","《民主(重庆)》","燕士",1945,"重庆",2
"谈判","《民主周刊(昆明)》","艾秋飙",1945,"昆明",2
"贫困","《周报(上海1945)》","平心",1945,"上海",2
"贵阳","《国讯》","谈兵",1945,"上海",2
"越南","《民主周刊(昆明)》","徐植",1945,"昆明",2
"运动史","《再生》","石啸冲",1945,"重庆",2
"逻辑","《民主(重庆)》","张申府",1945,"重庆",2
"重庆","《周报(上海1945)》","黄裳",1945,"上海",2
"重庆","《周报(上海1945)》","黎舫",1945,"上海",2
"重庆","《民主(上海)》","陈辛",1945,"上海",2
"问题","《周报(上海1945)》","景宋",1945,"上海",2
"问题","《国讯》","戚陈德珍",1945,"上海",2
"问题","《国讯》","澹",1945,"上海",2
"问题","《民主(上海)》","张一凡",1945,"上海",2
"问题","《民主周刊(昆明)》","农慕之",1945,"昆明",2
"问题","《民主周刊(昆明)》","努生",1945,"昆明",2
"问题","《民主周刊(昆明)》","胡钊",1945,"昆明",2
"阶段","《国讯》","梁公任",1945,"上海",2
"陪都","《民主(重庆)》","罗涵先",1945,"重庆",2
"青年","《再生》","石啸冲",1945,"重庆",2
"青年","《民主周刊(昆明)》","努生",1945,"昆明",2
"青年","《民主周刊(昆明)》","孟南",1945,"昆明",2
"青年运动","《再生》","石啸冲",1945,"重庆",2
"香港","《周报(上海1945)》","王伯祥",1945,"上海",2
"高等教育","《民主(上海)》","王以中",1945,"上海",2
"鲁迅","《周报(上海1945)》","景宋",1945,"上海",2
"200","《周报(上海1945)》","左拉",1945,"上海",1
"Challenge","《民主(上海)》","求思",1945,"上海",1
"China","《民主(上海)》","求思",1945,"上海",1
"Red","《民主(上海)》","求思",1945,"上海",1
"The","《民主(上海)》","求思",1945,"上海",1
"一九四四年","《国讯》","沙溪",1945,"上海",1
"一九四四年","《国讯》","肯明斯",1945,"上海",1
"一二","《周报(上海1945)》","黎明",1945,"上海",1
"一二","《民主(重庆)》","努生",1945,"重庆",1
"一二","《民主(重庆)》","茅盾",1945,"重庆",1
"一二","《民主周刊(昆明)》","游牧",1945,"昆明",1
"一二一","《民主周刊(昆明)》","高光",1945,"昆明",1
"一二九","《民主(上海)》","陈菊珍",1945,"上海",1
"一些","《周报(上海1945)》","泥",1945,"上海",1
"一些","《国讯》","俞颂华",1945,"上海",1
"一些","《民主(上海)》","董秋斯",1945,"上海",1
"一位","《国讯》","澹",1945,"上海",1
"一党","《民主(上海)》","克士",1945,"上海",1
"一切","《周报(上海1945)》","郑振铎",1945,"上海",1
"一切","《周报(上海1945)》","陶行知",1945,"上海",1
"一切","《民主(重庆)》","陶行知",1945,"重庆",1
"一切","《民主周刊(昆明)》","洪谦",1945,"昆明",1
"一切","《民主周刊(昆明)》","艾秋飙",1945,"昆明",1
"一半","《国讯》","梁公任",1945,"上海",1
"一周年","《国讯》","黄炎培",1945,"上海",1
"一块","《民主周刊(昆明)》","曾昭抡",1945,"昆明",1
"一大","《周报(上海1945)》","严亚明",1945,"上海",1
"一定","《民主(重庆)》","何惧",1945,"重庆",1
"一家","《民主周刊(昆明)》","吉人",1945,"昆明",1
"一封信","《周报(上海1945)》","月伶 警予 永先",1945,"上海",1
"一席","《周报(上海1945)》","左拉",1945,"上海",1
"一律","《周报(上海1945)》","柳亚子",1945,"上海",1
"一律","《民主(重庆)》","柳亚子",1945,"重庆",1
"一批","《民主周刊(昆明)》","吴晗",1945,"昆明",1
"一支","《民主周刊(昆明)》","周依维",1945,"昆明",1
"一方","《国讯》","千里",1945,"上海",1
"一条","《周报(上海1945)》","石渊",1945,"上海",1
"一次","《民主周刊(昆明)》","努生",1945,"昆明",1
"一段","《国讯》","张雪澄",1945,"上海",1
"一段","《国讯》","梁公任",1945,"上海",1
"一点","《国讯》","吴清友",1945,"上海",1
"一点","《国讯》","黄炎培",1945,"上海",1
"一百零七","《民主(重庆)》","陶行知",1945,"重庆",1
"一种","《周报(上海1945)》","韬",1945,"上海",1
"一种","《民主(重庆)》","荃麟",1945,"重庆",1
"一种","《民主周刊(昆明)》","伯华",1945,"昆明",1
"一等","《周报(上海1945)》","林汉达",1945,"上海",1
"一筹","《民主周刊(昆明)》","罗隆基",1945,"昆明",1
"一线","《民主(重庆)》","黄炎培",1945,"重庆",1
"一线希望","《国讯》","黄炎培",1945,"上海",1
"一羣","《民主(重庆)》","柏有仁",1945,"重庆",1
"一群","《周报(上海1945)》","张竞存",1945,"上海",1
"一般","《再生》","石啸冲",1945,"重庆",1
"一角","《周报(上海1945)》","罗稷南",1945,"上海",1
"一课","《周报(上海1945)》","郑振铎",1945,"上海",1
"一週","《民主(重庆)》","观察者",1945,"重庆",1
"一週年","《民主(重庆)》","高克奇",1945,"重庆",1
"一部","《民主周刊(昆明)》","胡绳",1945,"昆明",1
"一醒","《民主周刊(昆明)》","胡剑",1945,"昆明",1
"一首","《民主(重庆)》","柳亚子",1945,"重庆",1
"七七","《民主周刊(昆明)》","冯克",1945,"昆明",1
"七则","《再生》","毅生",1945,"重庆",1
"万岁","《民主(上海)》","刘铁华",1945,"上海",1
"万岁","《民主(上海)》","蒲岗",1945,"上海",1
"万岁","《民主(重庆)》","莊稼",1945,"重庆",1
"万花筒","《民主(上海)》","娄立齐",1945,"上海",1
"万骨","《周报(上海1945)》","左拉",1945,"上海",1
"三个","《民主(上海)》","柳蕴",1945,"上海",1
"三个","《民主周刊(昆明)》","努生",1945,"昆明",1
"三件","《国讯》","澹庐",1945,"上海",1
"三八","《民主周刊(昆明)》","昭抡",1945,"昆明",1
"三国","《民主(上海)》","湘渔",1945,"上海",1
"三才","《周报(上海1945)》","郑振铎",1945,"上海",1
"三百年","《民主(上海)》","奴齐",1945,"上海",1
"三种","《周报(上海1945)》","左舜生",1945,"上海",1
"三章","《国讯》","黄炎培",1945,"上海",1
"三章","《民主(上海)》","梅湜",1945,"上海",1
"三首","《周报(上海1945)》","陶行知",1945,"上海",1
"三首","《民主(重庆)》","陶行知",1945,"重庆",1
"上境","《民主(重庆)》","林陵蓉 冯乃超 章伯钧",1945,"重庆",1
"上期","《周报(上海1945)》","平心",1945,"上海",1
"上海","《周报(上海1945)》","丁西林",1945,"上海",1
"上海","《周报(上海1945)》","劳莹",1945,"上海",1
"上海","《周报(上海1945)》","左拉",1945,"上海",1
"上海","《国讯》","吴清友",1945,"上海",1
"上海","《国讯》","杨卫玉",1945,"上海",1
"上海","《国讯》","秦柳方",1945,"上海",1
"上海","《民主(上海)》","存真",1945,"上海",1
"上海","《民主(上海)》","景宋",1945,"上海",1
"上海","《民主(上海)》","李兆",1945,"上海",1
"上海","《民主周刊(昆明)》","其良",1945,"昆明",1
"上海","《民主周刊(昆明)》","晶远",1945,"昆明",1
"上海市","《民主(上海)》","一生",1945,"上海",1
"上海市","《民主(上海)》","马歇尔特",1945,"上海",1
"上演","《周报(上海1945)》","李健吾",1945,"上海",1
"上略","《国讯》","黄河清",1945,"上海",1
"下乡","《国讯》","镜民",1945,"上海",1
"下乡","《民主周刊(昆明)》","慕英",1945,"昆明",1
"下期","《周报(上海1945)》","平心",1945,"上海",1
"下期","《周报(上海1945)》","柳宗元",1945,"上海",1
"下期","《周报(上海1945)》","王伯祥",1945,"上海",1
"下期","《周报(上海1945)》","顾均正",1945,"上海",1
"不会","《周报(上海1945)》","马丁",1945,"上海",1
"不准","《民主周刊(昆明)》","寿生",1945,"昆明",1
"不列颠","《中华论坛》","F. Geyrasi 唐言",1945,"重庆",1
"不受","《周报(上海1945)》","华臣",1945,"上海",1
"不可","《民主(重庆)》","章伯钧",1945,"重庆",1
"不宜","《民主(上海)》","李兆安",1945,"上海",1
"不容忽视","《国讯》","秋",1945,"上海",1
"不幸","《再生》","沈钧儒",1945,"重庆",1
"不幸","《民主周刊(昆明)》","罗西",1945,"昆明",1
"不应","《周报(上海1945)》","张大任",1945,"上海",1
"不应","《民主(重庆)》","若愚",1945,"重庆",1
"不忍","《周报(上海1945)》","余剡溪",1945,"上海",1
"不忍","《民主(重庆)》","余剡溪",1945,"重庆",1
"不拢","《再生》","王子敬",1945,"重庆",1
"不是","《国讯》","高克夫",1945,"上海",1
"不肖","《国讯》","光",1945,"上海",1
"不能","《国讯》","梁公任",1945,"上海",1
"不能","《国讯》","黄炎培",1945,"上海",1
"不能","《民主周刊(昆明)》","小鱼",1945,"昆明",1
"不要","《中华论坛》","严延",1945,"重庆",1
"不要","《周报(上海1945)》","张珏 李自强 虞德林",1945,"上海",1
"不要","《国讯》","华",1945,"上海",1
"不要","《民主(上海)》","景宋",1945,"上海",1
"不要","《民主周刊(昆明)》","努生",1945,"昆明",1
"不见","《周报(上海1945)》","索非",1945,"上海",1
"不许","《民主周刊(昆明)》","思慕",1945,"昆明",1
"与其","《再生》","Milner，I. 费哲",1945,"重庆",1
"与术力","《中华论坛》","翦伯赞",1945,"重庆",1
"丑剧","《周报(上海1945)》","丰子恺",1945,"上海",1
"专员","《周报(上海1945)》","晓歌",1945,"上海",1
"专家","《周报(上海1945)》","郑振铎",1945,"上海",1
"专家","《民主(重庆)》","郑振铎",1945,"重庆",1
"世界","《中华论坛》","侯外卢",1945,"重庆",1
"世界","《中华论坛》","周波",1945,"重庆",1
"世界","《中华论坛》","姜庆湘",1945,"重庆",1
"世界","《中华论坛》","祝世康",1945,"重庆",1
"世界","《再生》","孙亚夫",1945,"重庆",1
"世界","《再生》","孙宝毅",1945,"重庆",1
"世界","《再生》","王__",1945,"重庆",1
"世界","《周报(上海1945)》","张若达",1945,"上海",1
"世界","《国讯》","俞颂华",1945,"上海",1
"世界","《国讯》","华",1945,"上海",1
"世界","《国讯》","肯明斯",1945,"上海",1
"世界","《国讯》","黄炎培",1945,"上海",1
"世界","《民主(上海)》","郑振铎",1945,"上海",1
"世界","《民主(重庆)》","于蒪",1945,"重庆",1
"世界","《民主(重庆)》","吴清友",1945,"重庆",1
"世界","《民主(重庆)》","施艾",1945,"重庆",1
"世界","《民主周刊(昆明)》","曾昭抡",1945,"昆明",1
"世纪","《周报(上海1945)》","李公朴",1945,"上海",1
"世纪","《民主(重庆)》","李公樸",1945,"重庆",1
"世纪","《民主周刊(昆明)》","费孝通",1945,"昆明",1
"东京","《周报(上海1945)》","严奇",1945,"上海",1
"东北","《中华论坛》","刘瑞林",1945,"重庆",1
"东北","《周报(上海1945)》","再生侯北人",1945,"上海",1
"东北","《周报(上海1945)》","周予同",1945,"上海",1
"东北","《民主(上海)》","王伯祥",1945,"上海",1
"东北","《民主(重庆)》","百辞",1945,"重庆",1
"东北","《民主周刊(昆明)》","孟南",1945,"昆明",1
"东北","《民主周刊(昆明)》","费孝通",1945,"昆明",1
"东南","《民主(上海)》","郑振铎",1945,"上海",1
"东南亚","《周报(上海1945)》","堂",1945,"上海",1
"东南亚","《国讯》","张礼千",1945,"上海",1
"东方","《民主(重庆)》","百辞",1945,"重庆",1
"东方","《民主周刊(昆明)》","黄药眠",1945,"昆明",1
"东条","《周报(上海1945)》","黄裳",1945,"上海",1
"东来","《国讯》","雷诺斯",1945,"上海",1
"东欧","《民主周刊(昆明)》","昭抡",1945,"昆明",1
"东海","《民主周刊(昆明)》","思慕",1945,"昆明",1
"丢命","《国讯》","罗守信",1945,"上海",1
"丢官","《国讯》","罗守信",1945,"上海",1
"两个","《民主周刊(昆明)》","王立果",1945,"昆明",1
"两件","《周报(上海1945)》","羽",1945,"上海",1
"两国","《民主周刊(昆明)》","陆钦墀",1945,"昆明",1
"两国关","《民主(重庆)》","陶行知",1945,"重庆",1
"两大","《再生》","石啸冲",1945,"重庆",1
"两封信","《周报(上海1945)》","张澜 黄炎培",1945,"上海",1
"两条","《民主周刊(昆明)》","王立果",1945,"昆明",1
"两条路线","《中华论坛》","邓初民",1945,"重庆",1
"两条路线","《民主周刊(昆明)》","邓初民",1945,"昆明",1
"两次","《民主周刊(昆明)》","吴晗",1945,"昆明",1
"两汉","《中华论坛》","翦伯赞",1945,"重庆",1
"两点","《周报(上海1945)》","灵",1945,"上海",1
"两种","《国讯》","丹尼尔",1945,"上海",1
"两种","《国讯》","澹",1945,"上海",1
"两种","《民主(上海)》","奴齐",1945,"上海",1
"两种","《民主周刊(昆明)》","敏",1945,"昆明",1
"两股","《再生》","陈鼎龢",1945,"重庆",1
"两首","《民主(重庆)》","柳亚子",1945,"重庆",1
"严冬","《民主(重庆)》","屠西",1945,"重庆",1
"严厉","《周报(上海1945)》","韬",1945,"上海",1
"严密","《国讯》","李凌飞",1945,"上海",1
"严惩","《国讯》","张明养",1945,"上海",1
"严景曜","《民主(上海)》","知廉",1945,"上海",1
"严辨","《周报(上海1945)》","羽",1945,"上海",1
"丧家之犬","《周报(上海1945)》","翁逸之",1945,"上海",1
"个人","《民主周刊(昆明)》","徐如免",1945,"昆明",1
"个人","《民主周刊(昆明)》","海魂",1945,"昆明",1
"个人","《民主周刊(昆明)》","胡毅",1945,"昆明",1
"个人主义","《民主(上海)》","周建人",1945,"上海",1
"个人主义","《民主周刊(昆明)》","徐如免",1945,"昆明",1
"中东","《国讯》","澹",1945,"上海",1
"中储","《周报(上海1945)》","唐庆增",1945,"上海",1
"中储","《周报(上海1945)》","张一凡",1945,"上海",1
"中储","《周报(上海1945)》","张远昕",1945,"上海",1
"中储","《周报(上海1945)》","朱彬元",1945,"上海",1
"中储","《周报(上海1945)》","汤心仪",1945,"上海",1
"中储","《周报(上海1945)》","汪大煊",1945,"上海",1
"中储","《周报(上海1945)》","王雨桐",1945,"上海",1
"中储","《周报(上海1945)》","瞿荆洲",1945,"上海",1
"中储","《周报(上海1945)》","莫启欧",1945,"上海",1
"中储","《周报(上海1945)》","蒋畴余",1945,"上海",1
"中储","《周报(上海1945)》","魏友棐",1945,"上海",1
"中华","《再生》","黄炎培",1945,"重庆",1
"中华","《国讯》","杨卫玉",1945,"上海",1
"中华","《民主(上海)》","翁文灏",1945,"上海",1
"中华民国","《民主(上海)》","郑振铎",1945,"上海",1
"中华民族解放行动委员会","《再生》","光涛",1945,"重庆",1
"中国","《中华论坛》","反对内战",1945,"重庆",1
"中国","《中华论坛》","林谷",1945,"重庆",1
"中国","《中华论坛》","章伯钧",1945,"重庆",1
"中国","《中华论坛》","邓初民",1945,"重庆",1
"中国","《再生》","俊生",1945,"重庆",1
