"source","target","year","place","journal","weight"
"戈尔巴朵夫","红军 (n)",1945,"上海","《时代杂志》",3
"戈尔巴朵夫","西行漫记 (n)",1945,"上海","《时代杂志》",3
"戈尔巴朵夫","进入 (n)",1945,"上海","《时代杂志》",3
"戚礼朴","社会主义国家 (n)",1945,"上海","《时代杂志》",3
"戚礼朴","资本主义国家 (n)",1945,"上海","《时代杂志》",3
"新命","东南 (n)",1945,"重庆","《中央周刊》",3
"新命","硫磺岛 (n)",1945,"重庆","《中央周刊》",3
"新命","缅甸 (n)",1945,"重庆","《中央周刊》",3
"新命","美军 (n)",1945,"重庆","《中央周刊》",3
"新命","西线 (n)",1945,"重庆","《中央周刊》",3
"昭抡","会议 (n)",1945,"昆明","《民主周刊(昆明)》",3
"昭抡","柏林 (n)",1945,"昆明","《民主周刊(昆明)》",3
"景宋","前后 (n)",1945,"上海","《民主(上海)》",3
"景宋","遭难 (n)",1945,"上海","《民主(上海)》",3
"曹聚仁","冯友兰 (n)",1945,"上海","《周报(上海1945)》",3
"曹聚仁","理学 (n)",1945,"上海","《周报(上海1945)》",3
"曾资生","概略 (n)",1945,"重庆","《中央周刊》",3
"柯马洛夫","苏联 (n)",1945,"上海","《时代杂志》",3
"柳亚子","诗词 (n)",1945,"重庆","《民主(重庆)》",3
"梁寒操","青年 (n)",1945,"重庆","《中央周刊》",3
"波列伏伊","柏林 (n)",1945,"上海","《时代杂志》",3
"源天","笔尖 (n)",1945,"上海","《文萃》",3
"石啸冲","世界 (n)",1945,"重庆","《再生》",3
"石啸冲","中国 (n)",1945,"重庆","《再生》",3
"石啸冲","半月 (n)",1945,"重庆","《再生》",3
"石啸冲","国际 (n)",1945,"重庆","《再生》",3
"石啸冲","瞭望 (n)",1945,"重庆","《再生》",3
"祝世康","经济 (n)",1945,"重庆","《中华论坛》",3
"秦牧","屋荒 (n)",1945,"上海","《文萃》",3
"程澄之","一二 (n)",1945,"昆明","《民主周刊(昆明)》",3
"端木蕻良","特稿 (n)",1945,"上海","《文萃》",3
"罗曼","发展 (n)",1945,"上海","《时代杂志》",3
"罗曼","国际 (n)",1945,"上海","《时代杂志》",3
"罗曼","民主 (n)",1945,"上海","《时代杂志》",3
"罗曼","罗马尼亚 (n)",1945,"上海","《时代杂志》",3
"罗曼","观察 (n)",1945,"上海","《时代杂志》",3
"罗曼","道路 (n)",1945,"上海","《时代杂志》",3
"罗西","航讯 (n)",1945,"昆明","《民主周刊(昆明)》",3
"肥遯","谈屑 (n)",1945,"重庆","《民主(重庆)》",3
"胡毅","民主 (n)",1945,"昆明","《民主周刊(昆明)》",3
"胡毅","生活 (n)",1945,"昆明","《民主周刊(昆明)》",3
"莫馨娜","高尔基 (n)",1945,"上海","《时代杂志》",3
"葛洛斯曼","之路 (n)",1945,"上海","《时代杂志》",3
"葛洛斯曼","柏林 (n)",1945,"上海","《时代杂志》",3
"董秋斯","大事记 (n)",1945,"上海","《民主(上海)》",3
"董秋斯","太平洋战争 (n)",1945,"上海","《民主(上海)》",3
"蒋君章","中国 (n)",1945,"重庆","《中央周刊》",3
"许师愼","运动 (n)",1945,"重庆","《中央周刊》",3
"问梁","之页 (n)",1945,"上海","《国讯》",3
"问梁","经济 (n)",1945,"上海","《国讯》",3
"阿尔古斯","政潮 (n)",1945,"上海","《时代杂志》",3
"陈曦","重庆 (n)",1945,"上海","《国讯》",3
"顾德列伐蒂赫","柏林 (n)",1945,"上海","《时代杂志》",3
"马寅初","问题 (n)",1945,"重庆","《民主(重庆)》",3
"黄巨兴","英国 (n)",1945,"昆明","《民主周刊(昆明)》",3
"黄洛","杂写 (n)",1945,"重庆","《中央周刊》",3
"黄洛","重庆 (n)",1945,"重庆","《中央周刊》",3
"黄炎培","先生 (n)",1945,"上海","《国讯》",3
"黄炎培","延安 (n)",1945,"上海","《国讯》",3
"黄炎培","日记 (n)",1945,"上海","《国讯》",3
"万影","云南 (n)",1945,"上海","《国讯》",2
"丘斌存","经济 (n)",1945,"重庆","《中央周刊》",2
"丘斌存","问题 (n)",1945,"重庆","《中央周刊》",2
"严景曜","讲话 (n)",1945,"上海","《民主(上海)》",2
"严景耀","民主 (n)",1945,"上海","《民主(上海)》",2
"严问天","政治 (n)",1945,"上海","《国讯》",2
"丰子恺","人间 (n)",1945,"上海","《周报(上海1945)》",2
"伊巴鲁里","助手 (n)",1945,"上海","《时代杂志》",2
"伊巴鲁里","希特勒 (n)",1945,"上海","《时代杂志》",2
"伊巴鲁里","掠夺者 (n)",1945,"上海","《时代杂志》",2
"伊巴鲁里","西班牙 (n)",1945,"上海","《时代杂志》",2
"伊戈斯","日本 (n)",1945,"上海","《时代杂志》",2
"但维斯","工作 (n)",1945,"上海","《国讯》",2
"俞颂华","中国 (n)",1945,"上海","《国讯》",2
"俞颂华","八一 (n)",1945,"上海","《国讯》",2
"俞颂华","内战 (n)",1945,"上海","《国讯》",2
"俞颂华","和平 (n)",1945,"上海","《国讯》",2
"俞颂华","物价 (n)",1945,"上海","《国讯》",2
"俞颂华","第八 (n)",1945,"上海","《国讯》",2
"元璧","世界 (n)",1945,"重庆","《中央周刊》",2
"元璧","假如 (n)",1945,"重庆","《中央周刊》",2
"光年","人民 (n)",1945,"昆明","《民主周刊(昆明)》",2
"光年","提高 (n)",1945,"昆明","《民主周刊(昆明)》",2
"光年","改造 (n)",1945,"昆明","《民主周刊(昆明)》",2
"光未然","民主 (n)",1945,"昆明","《民主周刊(昆明)》",2
"光未然","诚实 (n)",1945,"昆明","《民主周刊(昆明)》",2
"克年席夫","防禦 (n)",1945,"重庆","《中央周刊》",2
"农慕之","殖民地 (n)",1945,"昆明","《民主周刊(昆明)》",2
"农慕之","问题 (n)",1945,"昆明","《民主周刊(昆明)》",2
"冬予里","对华政策 (n)",1945,"昆明","《民主周刊(昆明)》",2
"冯玉祥","假如 (n)",1945,"重庆","《中央周刊》",2
"冯玉祥","民主 (n)",1945,"重庆","《民主(重庆)》",2
"刘赤柯夫","宪法 (n)",1945,"上海","《时代杂志》",2
"加里宁","加里宁 (n)",1945,"上海","《时代杂志》",2
"加里宁","复员 (n)",1945,"上海","《时代杂志》",2
"加里宁","生活 (n)",1945,"上海","《时代杂志》",2
"加里宁","胜利 (n)",1945,"上海","《时代杂志》",2
"加里宁","苏联 (n)",1945,"上海","《时代杂志》",2
"努生","人民 (n)",1945,"昆明","《民主周刊(昆明)》",2
"努生","努力 (n)",1945,"昆明","《民主周刊(昆明)》",2
"努生","参政会 (n)",1945,"昆明","《民主周刊(昆明)》",2
"努生","国民大会 (n)",1945,"昆明","《民主周刊(昆明)》",2
"努生","应否 (n)",1945,"昆明","《民主周刊(昆明)》",2
"努生","问题 (n)",1945,"昆明","《民主周刊(昆明)》",2
"努生","青年 (n)",1945,"昆明","《民主周刊(昆明)》",2
"卡尔平斯基","苏联 (n)",1945,"上海","《时代杂志》",2
"卢蕻","一些 (n)",1945,"昆明","《民主周刊(昆明)》",2
"卢蕻","文学 (n)",1945,"昆明","《民主周刊(昆明)》",2
"卢蕻","架沙 (n)",1945,"昆明","《民主周刊(昆明)》",2
"卢蕻","特务 (n)",1945,"昆明","《民主周刊(昆明)》",2
"卢蕻","褫下 (n)",1945,"昆明","《民主周刊(昆明)》",2
"叔梁","政治协商会议 (n)",1945,"上海","《民主(上海)》",2
"史大林","伟大 (n)",1945,"上海","《时代杂志》",2
"史大林","全世界 (n)",1945,"上海","《时代杂志》",2
"史大林","卫国战争 (n)",1945,"上海","《时代杂志》",2
"史大林","廿四 (n)",1945,"上海","《时代杂志》",2
"史大林","德国 (n)",1945,"上海","《时代杂志》",2
"史大林","战斗员 (n)",1945,"上海","《时代杂志》",2
"史大林","民族 (n)",1945,"上海","《时代杂志》",2
"史大林","爱好 (n)",1945,"上海","《时代杂志》",2
"史大林","电贺 (n)",1945,"上海","《时代杂志》",2
"史大林","第三 (n)",1945,"上海","《时代杂志》",2
"史大林","自由 (n)",1945,"上海","《时代杂志》",2
"史大林","覆电 (n)",1945,"上海","《时代杂志》",2
"史米尔诺夫","列宁 (n)",1945,"上海","《时代杂志》",2
"史米尔诺夫","十月革命 (n)",1945,"上海","《时代杂志》",2
"史迁宾","原因 (n)",1945,"上海","《时代杂志》",2
"史迁宾","工业 (n)",1945,"上海","《时代杂志》",2
"史迁宾","战争 (n)",1945,"上海","《时代杂志》",2
"史迁宾","苏联 (n)",1945,"上海","《时代杂志》",2
"史迁宾","获胜 (n)",1945,"上海","《时代杂志》",2
"右民","途径 (n)",1945,"重庆","《中央周刊》",2
"吴晗","人民 (n)",1945,"昆明","《民主周刊(昆明)》",2
"吴晗","历史 (n)",1945,"昆明","《民主周刊(昆明)》",2
"吴约翰","监狱 (n)",1945,"重庆","《中央周刊》",2
"吴约翰","虹口 (n)",1945,"重庆","《中央周刊》",2
"吴铁城","建国 (n)",1945,"重庆","《中央周刊》",2
"周冠羣","工作 (n)",1945,"重庆","《中央周刊》",2
"周建人","中国 (n)",1945,"上海","《民主(上海)》",2
"周建人","人民 (n)",1945,"上海","《民主(上海)》",2
"周敦礼","义务劳动 (n)",1945,"重庆","《中央周刊》",2
"周谷城","政治 (n)",1945,"重庆","《中华论坛》",2
"周谷城","民主 (n)",1945,"重庆","《中华论坛》",2
"嘉喜善","插曲 (n)",1945,"上海","《时代杂志》",2
"土匈诺夫","恩格斯 (n)",1945,"上海","《时代杂志》",2
"夏孟辉","八一 (n)",1945,"上海","《国讯》",2
"奥勃拉齐卓夫","两月记 (n)",1945,"上海","《时代杂志》",2
"奥勃拉齐卓夫","劳动阶级 (n)",1945,"上海","《时代杂志》",2
"奥勃拉齐卓夫","双周刊 (n)",1945,"上海","《时代杂志》",2
"奥勃拉齐卓夫","巴尔干 (n)",1945,"上海","《时代杂志》",2
"奥勃拉齐卓夫","战争 (n)",1945,"上海","《时代杂志》",2
"奥勃拉齐卓夫","译自 (n)",1945,"上海","《时代杂志》",2
"子叶","研究 (n)",1945,"上海","《时代杂志》",2
"子叶","高尔基 (n)",1945,"上海","《时代杂志》",2
"孟南","推进 (n)",1945,"昆明","《民主周刊(昆明)》",2
"孟南","青年 (n)",1945,"昆明","《民主周刊(昆明)》",2
"守仁","我国 (n)",1945,"重庆","《中央周刊》",2
"守仁","战时 (n)",1945,"重庆","《中央周刊》",2
"守仁","经济 (n)",1945,"重庆","《中央周刊》",2
"守仁","认识 (n)",1945,"重庆","《中央周刊》",2
"守巧夫","国际局势 (n)",1945,"上海","《时代杂志》",2
"守巧夫","德国 (n)",1945,"上海","《时代杂志》",2
"守巧夫","检讨 (n)",1945,"上海","《时代杂志》",2
"宋孟桃","文化 (n)",1945,"重庆","《中央周刊》",2
"宾符","会议 (n)",1945,"上海","《民主(上海)》",2
"宾符","外长 (n)",1945,"上海","《民主(上海)》",2
"尊闻","杂志 (n)",1945,"上海","《民主(上海)》",2
"尊闻","读史 (n)",1945,"上海","《民主(上海)》",2
"小鱼","会议 (n)",1945,"上海","《国讯》",2
"小鱼","美国 (n)",1945,"上海","《国讯》",2
"屠西","成都 (n)",1945,"重庆","《民主(重庆)》",2
"左拉","八年 (n)",1945,"上海","《周报(上海1945)》",2
"左拉","无表情 (n)",1945,"上海","《周报(上海1945)》",2
"平心","失业 (n)",1945,"上海","《周报(上海1945)》",2
"平心","安定 (n)",1945,"上海","《周报(上海1945)》",2
"平心","宪法 (n)",1945,"上海","《时代杂志》",2
"平心","民生 (n)",1945,"上海","《周报(上海1945)》",2
"平心","社会 (n)",1945,"上海","《周报(上海1945)》",2
"平心","福斯 (n)",1945,"上海","《周报(上海1945)》",2
"平心","萧条 (n)",1945,"上海","《周报(上海1945)》",2
"平心","贫困 (n)",1945,"上海","《周报(上海1945)》",2
"库士聂卓夫","命令 (n)",1945,"上海","《时代杂志》",2
"引流","世界 (n)",1945,"上海","《国讯》",2
"引流","时事 (n)",1945,"上海","《国讯》",2
"张一凡","清理 (n)",1945,"上海","《周报(上海1945)》",2
"张一凡","问题 (n)",1945,"上海","《民主(上海)》",2
"张勉","书报 (n)",1945,"重庆","《中央周刊》",2
"张勉","春秋 (n)",1945,"重庆","《中央周刊》",2
"张君劢","政治 (n)",1945,"上海","《文萃》",2
"张君劢","政治 (n)",1945,"重庆","《再生》",2
"张德粹","今后 (n)",1945,"重庆","《中央周刊》",2
"张德粹","必须 (n)",1945,"重庆","《中央周刊》",2
"张德粹","行政 (n)",1945,"重庆","《中央周刊》",2
"张文伯","中国 (n)",1945,"重庆","《中央周刊》",2
"张文伯","归来 (n)",1945,"重庆","《中央周刊》",2
"张文伯","民主 (n)",1945,"重庆","《中央周刊》",2
"张文伯","问题 (n)",1945,"重庆","《中央周刊》",2
"张申府","政治 (n)",1945,"重庆","《民主(重庆)》",2
"张申府","逻辑 (n)",1945,"重庆","《民主(重庆)》",2
"张礼千","战局 (n)",1945,"上海","《国讯》",2
"徐植","人民 (n)",1945,"昆明","《民主周刊(昆明)》",2
"徐植","独立运动 (n)",1945,"昆明","《民主周刊(昆明)》",2
"徐植","越南 (n)",1945,"昆明","《民主周刊(昆明)》",2
"徐相任","提议 (n)",1945,"上海","《民主(上海)》",2
"徐苏灵","复员 (n)",1945,"重庆","《中央周刊》",2
"徐行","边疆 (n)",1945,"重庆","《中央周刊》",2
"思慕","欧洲 (n)",1945,"昆明","《民主周刊(昆明)》",2
"慕英","民主 (n)",1945,"昆明","《民主周刊(昆明)》",2
"戈洛夫","战略 (n)",1945,"上海","《时代杂志》",2
"戚陈德珍","问题 (n)",1945,"上海","《国讯》",2
"拾风","旅途 (n)",1945,"上海","《周报(上海1945)》",2
"拾风","杂记 (n)",1945,"上海","《周报(上海1945)》",2
"斯密诺夫","战略 (n)",1945,"上海","《时代杂志》",2
"新命","信箱 (n)",1945,"重庆","《中央周刊》",2
"新命","克里米亚 (n)",1945,"重庆","《中央周刊》",2
"新命","吕宋 (n)",1945,"重庆","《中央周刊》",2
"新命","大陆 (n)",1945,"重庆","《中央周刊》",2
"新命","战争 (n)",1945,"重庆","《中央周刊》",2
"新命","方面 (n)",1945,"重庆","《中央周刊》",2
"新命","日本 (n)",1945,"重庆","《中央周刊》",2
"新命","本土 (n)",1945,"重庆","《中央周刊》",2
"新命","琉球 (n)",1945,"重庆","《中央周刊》",2
"新命","登陆 (n)",1945,"重庆","《中央周刊》",2
"新命","青年 (n)",1945,"重庆","《中央周刊》",2
"施坦因","政治 (n)",1945,"上海","《时代杂志》",2
"施坦因","梵蒂冈 (n)",1945,"上海","《时代杂志》",2
"施坦因","活动 (n)",1945,"上海","《时代杂志》",2
"施维卓夫","000 (n)",1945,"上海","《时代杂志》",2
"施维卓夫","写作 (n)",1945,"上海","《时代杂志》",2
"施维卓夫","学习 (n)",1945,"上海","《时代杂志》",2
"施维卓夫","逝世 (n)",1945,"上海","《时代杂志》",2
"施维卓夫","雕像 (n)",1945,"上海","《时代杂志》",2
"施维卓夫","高氏 (n)",1945,"上海","《时代杂志》",2
"施艾","原子弹 (n)",1945,"重庆","《民主(重庆)》",2
"施贻","教育 (n)",1945,"重庆","《中华论坛》",2
"昭抡","华沙 (n)",1945,"昆明","《民主周刊(昆明)》",2
"昭抡","和平 (n)",1945,"昆明","《民主周刊(昆明)》",2
"昭抡","恢复 (n)",1945,"昆明","《民主周刊(昆明)》",2
"昭抡","欧战 (n)",1945,"昆明","《民主周刊(昆明)》",2
"昭抡","欧洲 (n)",1945,"昆明","《民主周刊(昆明)》",2
"昭抡","胜利 (n)",1945,"昆明","《民主周刊(昆明)》",2
"景宋","先生 (n)",1945,"上海","《文萃》",2
"景宋","几个 (n)",1945,"上海","《周报(上海1945)》",2
"景宋","文学遗产 (n)",1945,"上海","《周报(上海1945)》",2
"景宋","研究 (n)",1945,"上海","《周报(上海1945)》",2
"景宋","问题 (n)",1945,"上海","《周报(上海1945)》",2
"景宋","鲁迅 (n)",1945,"上海","《周报(上海1945)》",2
"景宋","鲁迅 (n)",1945,"上海","《文萃》",2
"曾守约","中国 (n)",1945,"重庆","《中华论坛》",2
"曾琦","先生 (n)",1945,"重庆","《民主(重庆)》",2
"朱斆春","复员 (n)",1945,"重庆","《中央周刊》",2
"李战林","民主 (n)",1945,"重庆","《再生》",2
"李翁诺夫","柏林 (n)",1945,"上海","《时代杂志》",2
"杨__","假如 (n)",1945,"重庆","《中央周刊》",2
"杨保民","八年 (n)",1945,"重庆","《中央周刊》",2
"杨保民","来的我 (n)",1945,"重庆","《中央周刊》",2
"杨先义","友情 (n)",1945,"重庆","《中央周刊》",2
"杨先义","珍贵 (n)",1945,"重庆","《中央周刊》",2
"杨槐","特写 (n)",1945,"重庆","《中央周刊》",2
"查斯拉夫斯基","柏林 (n)",1945,"上海","《时代杂志》",2
"查斯拉夫斯基","组织 (n)",1945,"上海","《时代杂志》",2
"柯马洛夫","二十周年 (n)",1945,"上海","《时代杂志》",2
"柯马洛夫","二百 (n)",1945,"上海","《时代杂志》",2
"柯马洛夫","学术 (n)",1945,"上海","《时代杂志》",2
"柳亚子","苏联 (n)",1945,"上海","《时代杂志》",2
"柳亚子","苏联 (n)",1945,"上海","《民主(上海)》",2
"柳宗元","待续 (n)",1945,"上海","《周报(上海1945)》",2
"柳诒","民主 (n)",1945,"重庆","《再生》",2
"树柯夫","柏林 (n)",1945,"上海","《时代杂志》",2
"梁公任","一次 (n)",1945,"上海","《国讯》",2
"梁公任","三十一日 (n)",1945,"上海","《国讯》",2
"梁公任","不要 (n)",1945,"上海","《国讯》",2
"梁公任","世界 (n)",1945,"上海","《国讯》",2
"梁公任","协调 (n)",1945,"上海","《国讯》",2
"梁公任","和平 (n)",1945,"上海","《国讯》",2
"梁公任","国内 (n)",1945,"上海","《国讯》",2
"梁公任","战局 (n)",1945,"上海","《国讯》",2
"梁公任","胜利 (n)",1945,"上海","《国讯》",2
"梁公任","阶段 (n)",1945,"上海","《国讯》",2
"梁寒操","世界 (n)",1945,"重庆","《中央周刊》",2
"毕尔伏玛依斯基","布达佩斯 (n)",1945,"上海","《时代杂志》",2
"毕尔伏玛依斯基","战地 (n)",1945,"上海","《时代杂志》",2
"毕尔伏玛依斯基","日记 (n)",1945,"上海","《时代杂志》",2
"毕尔伏玛依斯基","真理报 (n)",1945,"上海","《时代杂志》",2
"沈志远","世界 (n)",1945,"昆明","《民主周刊(昆明)》",2
"沈志远","保障 (n)",1945,"昆明","《民主周刊(昆明)》",2
"沈志远","平底 (n)",1945,"昆明","《民主周刊(昆明)》",2
"沈志远","经济 (n)",1945,"昆明","《民主周刊(昆明)》",2
"沙柯","笔尖 (n)",1945,"上海","《文萃》",2
"波克希谢夫斯基","苏联 (n)",1945,"上海","《时代杂志》",2
"波克希雪夫斯基","全貌 (n)",1945,"上海","《时代杂志》",2
"波克希雪夫斯基","苏联 (n)",1945,"上海","《时代杂志》",2
"波列伏伊","直捣 (n)",1945,"上海","《时代杂志》",2
"波诺马列夫","列宁 (n)",1945,"上海","《时代杂志》",2
"洪深","民主 (n)",1945,"上海","《文萃》",2
"淑林","柏林 (n)",1945,"上海","《时代杂志》",2
"源天","满意 (n)",1945,"上海","《文萃》",2
"潘大逵","美国 (n)",1945,"昆明","《民主周刊(昆明)》",2
"澹庐","参政会 (n)",1945,"上海","《国讯》",2
"灕流","民主 (n)",1945,"重庆","《民主(重庆)》",2
"熊佛西","特稿 (n)",1945,"上海","《文萃》",2
"燕士","有感 (n)",1945,"重庆","《民主(重庆)》",2
"燕士","读报 (n)",1945,"重庆","《民主(重庆)》",2
"爱伦堡","普鲁士 (n)",1945,"上海","《时代杂志》",2
"王以中","管见 (n)",1945,"上海","《民主(上海)》",2
"王以中","高等教育 (n)",1945,"上海","《民主(上海)》",2
"王伯祥","历史 (n)",1945,"上海","《周报(上海1945)》",2
"王伯祥","地理 (n)",1945,"上海","《周报(上海1945)》",2
"王伯祥","检讨 (n)",1945,"上海","《周报(上海1945)》",2
"王伯祥","香港 (n)",1945,"上海","《周报(上海1945)》",2
"王光汉","圣人 (n)",1945,"重庆","《中央周刊》",2
"王新命","之战 (n)",1945,"重庆","《中央周刊》",2
"王新命","战事 (n)",1945,"重庆","《中央周刊》",2
"王新命","报酬 (n)",1945,"重庆","《中央周刊》",2
"王新命","欧洲 (n)",1945,"重庆","《中央周刊》",2
"王新命","胜利 (n)",1945,"重庆","《中央周刊》",2
"王立果","美国 (n)",1945,"昆明","《民主周刊(昆明)》",2
"王良嘉","书报 (n)",1945,"重庆","《中央周刊》",2
"王良嘉","春秋 (n)",1945,"重庆","《中央周刊》",2
"甘乃先","建设 (n)",1945,"重庆","《中央周刊》",2
"甘乃先","经济 (n)",1945,"重庆","《中央周刊》",2
"甘乃光","建设 (n)",1945,"重庆","《中央周刊》",2
"甘乃光","经济 (n)",1945,"重庆","《中央周刊》",2
"田禾","农村 (n)",1945,"昆明","《民主周刊(昆明)》",2
"申迟","湘西 (n)",1945,"上海","《国讯》",2
"石啸冲","运动史 (n)",1945,"重庆","《再生》",2
